Date,2016/10/05,2016/10/05,
401.27,794.63,800.26,
401.70,807.23,815.96,
402.12,816.38,826.98,
402.55,822.85,835.78,
402.97,826.03,841.41,
403.40,827.57,844.39,
403.82,829.07,846.48,
404.25,830.10,847.30,
404.67,830.74,847.62,
405.10,831.68,848.97,
405.52,832.68,849.84,
405.95,833.41,850.23,
406.37,833.37,850.48,
406.80,834.30,851.71,
407.22,837.20,853.25,
407.65,838.83,855.15,
408.07,841.17,858.62,
408.50,845.29,862.30,
408.92,849.54,866.17,
409.35,854.90,871.64,
409.77,860.54,878.18,
410.20,866.69,885.53,
410.62,872.83,891.82,
411.04,879.28,898.53,
411.47,883.89,903.28,
411.89,887.74,907.90,
412.32,892.14,913.51,
412.74,897.66,918.84,
413.17,901.59,922.56,
413.59,905.30,926.06,
414.02,909.51,930.62,
414.44,913.56,933.96,
414.86,916.03,937.55,
415.29,917.32,939.99,
415.71,918.49,940.55,
416.14,919.43,942.02,
416.56,918.92,941.11,
416.99,918.92,941.97,
417.41,917.96,941.65,
417.83,918.39,942.15,
418.26,919.21,942.80,
418.68,920.52,943.45,
419.11,920.21,943.53,
419.53,920.56,943.93,
419.95,920.84,945.03,
420.38,921.24,944.44,
420.80,918.81,943.43,
421.23,918.26,943.81,
421.65,919.49,945.07,
422.07,919.29,945.13,
422.50,919.00,944.29,
422.92,918.83,943.70,
423.34,918.29,942.27,
423.77,916.71,940.36,
424.19,913.61,938.47,
424.62,910.57,934.62,
425.04,904.87,930.26,
425.46,900.13,925.57,
425.89,895.28,920.76,
426.31,888.38,914.27,
426.73,881.51,907.25,
427.16,876.38,900.81,
427.58,869.81,891.22,
428.00,862.36,882.19,
428.43,856.29,875.76,
428.85,851.89,869.77,
429.27,850.20,866.64,
429.70,848.30,863.46,
430.12,850.65,863.44,
430.54,855.35,866.04,
430.97,860.04,871.39,
431.39,866.11,876.27,
431.81,872.88,881.83,
432.24,880.68,888.43,
432.66,890.77,897.15,
433.08,902.30,908.38,
433.51,914.93,921.96,
433.93,927.70,936.17,
434.35,939.40,949.62,
434.77,951.63,961.09,
435.20,959.93,971.76,
435.62,967.03,980.61,
436.04,972.78,987.78,
436.47,976.73,992.03,
436.89,980.12,995.40,
437.31,984.38,998.06,
437.73,988.20,1001.84,
438.16,994.37,1008.14,
438.58,1001.10,1014.53,
439.00,1007.94,1019.61,
439.43,1014.87,1023.86,
439.85,1020.70,1029.04,
440.27,1027.08,1034.31,
440.69,1032.01,1038.74,
441.12,1039.36,1046.98,
441.54,1047.86,1053.32,
441.96,1054.77,1059.14,
442.38,1062.61,1067.11,
442.81,1069.82,1076.10,
443.23,1076.67,1083.95,
443.65,1083.30,1090.25,
444.07,1089.86,1096.92,
444.50,1096.96,1102.67,
444.92,1102.31,1108.73,
445.34,1108.41,1117.42,
445.76,1113.75,1124.46,
446.19,1118.64,1129.16,
446.61,1125.32,1135.52,
447.03,1133.28,1145.32,
447.45,1140.55,1152.42,
447.87,1148.07,1160.19,
448.30,1155.36,1168.61,
448.72,1162.52,1176.47,
449.14,1169.50,1183.29,
449.56,1174.56,1189.62,
449.99,1179.00,1196.06,
450.41,1183.35,1201.54,
450.83,1184.42,1204.74,
451.25,1186.98,1207.03,
451.67,1186.38,1206.29,
452.10,1187.81,1208.88,
452.52,1190.59,1211.29,
452.94,1191.07,1212.21,
453.36,1192.97,1211.57,
453.78,1193.34,1211.69,
454.20,1193.93,1213.60,
454.63,1195.31,1214.02,
455.05,1194.85,1215.20,
455.47,1195.84,1215.86,
455.89,1198.34,1218.05,
456.31,1200.03,1220.46,
456.74,1202.38,1222.25,
457.16,1205.13,1227.15,
457.58,1207.18,1230.79,
458.00,1212.25,1234.63,
458.42,1215.53,1236.96,
458.84,1218.91,1241.41,
459.27,1221.47,1245.90,
459.69,1224.93,1249.42,
460.11,1226.68,1251.42,
460.53,1226.43,1252.09,
460.95,1227.35,1254.52,
461.37,1230.23,1256.00,
461.79,1229.33,1256.42,
462.22,1229.61,1257.69,
462.64,1232.56,1258.79,
463.06,1233.66,1260.34,
463.48,1236.81,1260.73,
463.90,1237.11,1262.05,
464.32,1237.18,1263.74,
464.74,1235.94,1262.58,
465.16,1233.35,1260.89,
465.59,1231.77,1259.23,
466.01,1227.24,1257.10,
466.43,1225.16,1257.33,
466.85,1226.77,1258.55,
467.27,1226.10,1256.04,
467.69,1224.61,1254.46,
468.11,1226.29,1256.58,
468.53,1228.03,1256.11,
468.95,1228.50,1258.41,
469.38,1228.31,1256.61,
469.80,1229.97,1258.43,
470.22,1232.04,1260.12,
470.64,1232.47,1260.65,
471.06,1234.26,1265.34,
471.48,1236.24,1266.39,
471.90,1239.01,1267.01,
472.32,1245.46,1270.32,
472.74,1247.85,1273.28,
473.16,1249.12,1274.72,
473.58,1249.52,1275.26,
474.01,1254.58,1280.79,
474.43,1255.17,1281.45,
474.85,1254.54,1281.13,
475.27,1257.47,1280.08,
475.69,1259.34,1285.58,
476.11,1258.18,1285.63,
476.53,1262.87,1286.06,
476.95,1267.85,1292.96,
477.37,1270.10,1294.26,
477.79,1276.77,1297.18,
478.21,1280.78,1302.64,
478.63,1280.41,1304.36,
479.05,1279.64,1302.93,
479.47,1284.52,1304.78,
479.89,1287.17,1308.92,
480.31,1283.84,1305.29,
480.74,1285.84,1308.45,
481.16,1287.18,1310.65,
481.58,1282.40,1305.95,
482.00,1276.74,1300.72,
482.42,1273.20,1296.22,
482.84,1265.41,1292.51,
483.26,1258.28,1280.02,
483.68,1248.35,1269.79,
484.10,1238.86,1262.57,
484.52,1229.27,1253.76,
484.94,1220.66,1245.22,
485.36,1219.77,1238.15,
485.78,1208.54,1232.82,
486.20,1204.99,1228.22,
486.62,1205.87,1229.57,
487.04,1205.48,1227.03,
487.46,1203.32,1227.50,
487.88,1204.21,1231.83,
488.30,1209.88,1232.35,
488.72,1214.79,1236.93,
489.14,1217.16,1239.33,
489.56,1221.62,1244.99,
489.98,1228.98,1249.78,
490.40,1230.75,1254.58,
490.82,1236.41,1259.91,
491.24,1240.85,1264.79,
491.66,1242.45,1271.74,
492.08,1253.94,1278.39,
492.50,1257.10,1283.17,
492.92,1257.48,1280.51,
493.34,1259.28,1282.75,
493.76,1265.75,1287.74,
494.18,1267.25,1286.96,
494.60,1263.92,1288.66,
495.02,1264.28,1284.80,
495.44,1266.95,1288.30,
495.86,1265.34,1287.46,
496.28,1264.50,1288.96,
496.70,1267.67,1289.46,
497.12,1266.26,1285.72,
497.54,1267.73,1285.24,
497.95,1266.12,1279.73,
498.37,1260.84,1275.58,
498.79,1254.38,1269.86,
499.21,1251.80,1267.24,
499.63,1250.81,1262.73,
500.05,1240.85,1249.64,
500.47,1237.16,1246.66,
500.89,1240.45,1244.24,
501.31,1238.91,1244.18,
501.73,1235.15,1237.02,
502.15,1237.02,1239.25,
502.57,1238.42,1241.36,
502.99,1239.77,1239.41,
503.41,1239.96,1241.04,
503.83,1242.31,1241.96,
504.25,1243.86,1247.41,
504.67,1244.27,1243.92,
505.08,1248.32,1245.88,
505.50,1249.90,1249.55,
505.92,1246.68,1249.08,
506.34,1253.12,1254.14,
506.76,1256.23,1253.87,
507.18,1256.71,1258.38,
507.60,1258.12,1261.12,
508.02,1261.45,1265.10,
508.44,1263.17,1267.14,
508.86,1261.55,1266.50,
509.28,1260.74,1269.31,
509.70,1261.59,1270.52,
510.11,1257.79,1271.35,
510.53,1256.91,1270.19,
510.95,1255.21,1274.57,
511.37,1253.48,1276.64,
511.79,1254.57,1274.51,
512.21,1254.60,1276.08,
512.63,1250.02,1274.40,
513.05,1242.37,1272.10,
513.47,1237.90,1265.81,
513.88,1230.65,1260.53,
514.30,1218.24,1253.25,
514.72,1210.42,1243.55,
515.14,1204.40,1237.09,
515.56,1198.36,1230.57,
515.98,1193.06,1226.56,
516.40,1191.02,1217.81,
516.82,1188.16,1213.27,
517.23,1188.97,1210.50,
517.65,1189.66,1204.59,
518.07,1189.60,1208.36,
518.49,1188.90,1204.72,
518.91,1190.12,1208.29,
519.33,1196.72,1212.70,
519.75,1197.58,1215.13,
520.17,1202.83,1218.89,
520.58,1214.41,1227.47,
521.00,1220.42,1235.84,
521.42,1225.59,1239.13,
521.84,1233.46,1248.21,
522.26,1239.09,1252.34,
522.68,1245.13,1258.82,
523.09,1243.92,1260.37,
523.51,1244.42,1260.52,
523.93,1243.40,1266.26,
524.35,1240.95,1261.86,
524.77,1241.11,1261.68,
525.19,1241.27,1257.51,
525.60,1240.94,1258.40,
526.02,1247.69,1261.22,
526.44,1251.15,1262.33,
526.86,1251.86,1262.27,
527.28,1255.17,1266.79,
527.70,1258.14,1273.00,
528.11,1258.03,1270.89,
528.53,1253.85,1268.31,
528.95,1252.86,1272.15,
529.37,1257.80,1275.13,
529.79,1259.02,1277.97,
530.21,1261.78,1274.29,
530.62,1264.94,1278.27,
531.04,1268.08,1281.44,
531.46,1272.58,1283.93,
531.88,1274.52,1287.10,
532.30,1274.21,1286.81,
532.71,1272.91,1288.76,
533.13,1272.60,1287.25,
533.55,1270.01,1284.28,
533.97,1266.95,1280.81,
534.39,1266.32,1276.93,
534.80,1271.74,1279.10,
535.22,1269.78,1276.74,
535.64,1267.55,1276.95,
536.06,1267.30,1276.31,
536.48,1267.64,1279.13,
536.89,1268.21,1277.24,
537.31,1262.97,1274.46,
537.73,1259.80,1275.82,
538.15,1256.31,1270.70,
538.56,1250.44,1267.30,
538.98,1249.89,1263.88,
539.40,1246.99,1263.86,
539.82,1244.19,1260.23,
540.24,1248.05,1260.41,
540.65,1248.74,1266.09,
541.07,1244.14,1266.05,
541.49,1244.10,1264.79,
541.91,1246.00,1260.93,
542.32,1247.53,1262.46,
542.74,1242.59,1260.82,
543.16,1243.38,1260.79,
543.58,1247.52,1266.63,
543.99,1247.32,1264.79,
544.41,1247.16,1266.71,
544.83,1250.49,1267.99,
545.25,1250.64,1269.42,
545.66,1253.61,1269.92,
546.08,1255.39,1267.95,
546.50,1255.24,1267.41,
546.92,1253.55,1265.32,
547.33,1256.92,1266.60,
547.75,1258.36,1267.64,
548.17,1254.17,1269.77,
548.59,1251.61,1269.33,
549.00,1255.98,1271.21,
549.42,1257.15,1272.83,
549.84,1256.43,1269.14,
550.26,1256.11,1270.56,
550.67,1259.98,1271.48,
551.09,1261.67,1274.03,
551.51,1258.43,1272.50,
551.93,1259.23,1272.47,
552.34,1258.57,1276.54,
552.76,1254.51,1275.91,
553.18,1254.97,1280.27,
553.59,1250.34,1276.93,
554.01,1246.37,1275.12,
554.43,1249.47,1274.85,
554.85,1246.02,1271.46,
555.26,1242.29,1270.80,
555.68,1239.25,1268.68,
556.10,1237.75,1268.59,
556.51,1235.75,1266.20,
556.93,1228.77,1263.13,
557.35,1224.76,1258.74,
557.77,1225.37,1257.26,
558.18,1219.58,1254.55,
558.60,1217.80,1251.05,
559.02,1217.92,1249.50,
559.43,1214.10,1240.90,
559.85,1217.22,1237.03,
560.27,1219.27,1240.46,
560.68,1219.24,1239.60,
561.10,1220.34,1239.86,
561.52,1223.54,1237.76,
561.93,1224.36,1238.61,
562.35,1220.66,1235.37,
562.77,1219.64,1234.80,
563.19,1222.45,1235.88,
563.60,1221.43,1233.54,
564.02,1216.00,1232.61,
564.44,1216.29,1233.85,
564.85,1217.07,1234.23,
565.27,1217.61,1234.35,
565.69,1218.60,1235.82,
566.10,1220.54,1238.73,
566.52,1217.28,1235.52,
566.94,1214.36,1234.90,
567.35,1213.35,1232.11,
567.77,1207.41,1229.40,
568.19,1203.54,1226.46,
568.60,1205.21,1225.89,
569.02,1205.29,1226.03,
569.44,1204.50,1219.27,
569.85,1204.76,1220.49,
570.27,1210.15,1222.21,
570.69,1215.75,1221.79,
571.10,1211.66,1219.56,
571.52,1212.02,1217.14,
571.93,1209.89,1217.36,
572.35,1204.19,1214.47,
572.77,1203.54,1210.10,
573.18,1201.04,1209.49,
573.60,1201.72,1208.77,
574.02,1206.32,1207.27,
574.43,1207.80,1207.80,
574.85,1208.82,1210.24,
575.27,1209.38,1208.91,
575.68,1209.97,1212.83,
576.10,1209.87,1212.73,
576.52,1203.45,1213.00,
576.93,1197.42,1211.27,
577.35,1197.86,1211.27,
577.76,1195.59,1214.31,
578.18,1197.37,1217.08,
578.60,1199.82,1219.57,
579.01,1202.27,1224.94,
579.43,1210.35,1226.29,
579.85,1210.91,1227.84,
580.26,1212.58,1233.43,
580.68,1214.48,1237.79,
581.09,1215.12,1236.51,
581.51,1216.59,1242.39,
581.93,1213.81,1243.53,
582.34,1210.90,1243.07,
582.76,1215.65,1242.51,
583.17,1217.11,1239.63,
583.59,1216.86,1243.33,
584.01,1216.25,1240.28,
584.42,1213.52,1233.66,
584.84,1211.21,1229.90,
585.25,1205.22,1221.46,
585.67,1198.77,1218.98,
586.09,1193.99,1217.69,
586.50,1186.26,1215.89,
586.92,1178.72,1208.87,
587.33,1171.60,1204.24,
587.75,1166.53,1198.20,
588.17,1168.55,1199.76,
588.58,1169.86,1197.16,
589.00,1165.43,1192.76,
589.41,1163.93,1196.24,
589.83,1166.76,1193.64,
590.25,1168.22,1195.14,
590.66,1167.69,1197.11,
591.08,1166.64,1198.06,
591.49,1168.01,1201.97,
591.91,1168.29,1200.26,
592.32,1171.75,1199.72,
592.74,1174.88,1194.37,
593.16,1179.13,1197.62,
593.57,1186.74,1201.74,
593.99,1188.34,1202.86,
594.40,1187.34,1199.86,
594.82,1186.51,1200.05,
595.23,1189.29,1202.84,
595.65,1189.24,1200.27,
596.07,1182.35,1196.89,
596.48,1180.67,1194.70,
596.90,1183.34,1192.36,
597.31,1182.74,1190.77,
597.73,1183.64,1191.17,
598.14,1185.48,1193.51,
598.56,1186.04,1192.57,
598.97,1187.68,1196.72,
599.39,1188.06,1194.60,
599.81,1187.58,1197.13,
600.22,1185.14,1197.71,
600.64,1185.59,1194.13,
601.05,1187.41,1197.45,
601.47,1185.35,1197.40,
601.88,1185.31,1197.35,
602.30,1192.74,1202.27,
602.71,1197.71,1205.24,
603.13,1198.77,1207.80,
603.54,1200.17,1209.20,
603.96,1201.07,1211.10,
604.37,1202.33,1210.36,
604.79,1197.61,1210.14,
605.21,1198.05,1207.57,
605.62,1197.24,1208.27,
606.04,1194.88,1202.90,
606.45,1196.08,1199.58,
606.87,1194.21,1199.22,
607.28,1194.81,1194.81,
607.70,1197.26,1191.76,
608.11,1195.79,1190.28,
608.53,1194.00,1184.48,
608.94,1187.81,1180.79,
609.36,1183.44,1181.43,
609.77,1181.75,1181.75,
610.19,1175.76,1176.26,
610.60,1171.13,1174.63,
611.02,1172.27,1174.27,
611.43,1168.38,1180.90,
611.85,1167.10,1180.10,
612.26,1166.78,1177.79,
612.68,1164.20,1179.21,
613.09,1165.03,1179.03,
613.51,1161.22,1181.21,
613.92,1157.79,1182.79,
614.34,1156.56,1183.57,
614.75,1153.70,1182.68,
615.17,1155.11,1182.57,
615.58,1154.20,1181.66,
616.00,1153.61,1183.54,
616.41,1158.96,1187.40,
616.83,1162.33,1186.28,
617.24,1162.51,1186.95,
617.66,1163.73,1182.18,
618.07,1163.82,1179.29,
618.49,1164.41,1181.89,
618.90,1163.09,1182.05,
619.32,1164.62,1182.59,
619.73,1164.88,1180.87,
620.15,1163.41,1176.40,
620.56,1163.94,1171.93,
620.98,1160.83,1173.82,
621.39,1156.00,1171.98,
621.80,1158.61,1168.60,
622.22,1156.98,1163.48,
622.63,1151.95,1160.45,
623.05,1147.95,1161.46,
623.46,1145.63,1157.14,
623.88,1144.58,1153.59,
624.29,1137.06,1154.07,
624.71,1135.85,1149.85,
625.12,1133.63,1143.64,
625.54,1128.34,1141.36,
625.95,1124.35,1138.87,
626.37,1122.60,1136.63,
626.78,1119.52,1137.57,
627.19,1120.10,1132.63,
627.61,1120.72,1132.76,
628.02,1120.20,1133.26,
628.44,1118.96,1130.52,
628.85,1117.77,1128.33,
629.27,1118.84,1125.39,
629.68,1116.09,1120.12,
630.10,1117.24,1120.76,
630.51,1121.45,1120.95,
630.92,1121.63,1122.64,
631.34,1124.75,1127.28,
631.75,1126.26,1128.29,
632.17,1130.57,1132.08,
632.58,1134.94,1138.49,
633.00,1136.11,1138.13,
633.41,1138.92,1139.94,
633.82,1137.98,1141.02,
634.24,1138.24,1141.27,
634.65,1143.34,1146.88,
635.07,1143.48,1148.01,
635.48,1144.36,1149.88,
635.90,1150.97,1157.48,
636.31,1152.17,1159.65,
636.72,1153.70,1161.65,
637.14,1155.54,1162.96,
637.55,1156.72,1163.60,
637.97,1157.53,1160.46,
638.38,1151.50,1156.83,
638.80,1151.01,1156.30,
639.21,1153.93,1160.61,
639.62,1151.03,1159.07,
640.04,1152.60,1157.28,
640.45,1151.89,1157.91,
640.87,1149.32,1152.99,
641.28,1151.27,1152.17,
641.69,1152.01,1151.11,
642.11,1149.36,1150.69,
642.52,1146.26,1146.70,
642.94,1145.07,1144.64,
643.35,1141.46,1139.75,
643.76,1135.55,1139.76,
644.18,1134.43,1139.83,
644.59,1134.91,1136.14,
645.01,1133.38,1132.17,
645.42,1129.13,1124.32,
645.83,1127.83,1124.66,
646.25,1125.91,1125.13,
646.66,1127.27,1122.61,
647.07,1125.41,1122.72,
647.49,1123.86,1118.52,
647.90,1120.96,1118.31,
648.32,1118.64,1117.89,
648.73,1119.04,1121.66,
649.14,1117.39,1121.87,
649.56,1117.19,1123.14,
649.97,1120.11,1123.45,
650.38,1120.66,1125.86,
650.80,1120.22,1131.01,
651.21,1118.86,1131.17,
651.63,1117.99,1132.96,
652.04,1116.29,1132.83,
652.45,1112.26,1129.26,
652.87,1106.18,1124.42,
653.28,1099.93,1121.75,
653.69,1094.00,1121.38,
654.11,1090.79,1117.63,
654.52,1085.42,1114.47,
654.93,1083.11,1108.08,
655.35,1084.38,1108.81,
655.76,1085.42,1111.34,
656.17,1084.59,1109.99,
656.59,1084.43,1111.78,
657.00,1086.82,1110.73,
657.42,1087.83,1112.05,
657.83,1088.27,1118.40,
658.24,1093.68,1119.43,
658.66,1100.14,1124.91,
659.07,1105.31,1132.20,
659.48,1114.12,1137.70,
659.90,1120.63,1145.86,
660.31,1125.77,1152.64,
660.72,1135.00,1156.03,
661.14,1139.47,1158.32,
661.55,1141.19,1157.30,
661.96,1138.39,1156.94,
662.38,1138.48,1158.02,
662.79,1140.46,1152.38,
663.20,1137.73,1153.41,
663.62,1138.65,1151.86,
664.03,1146.45,1146.45,
664.44,1145.47,1145.93,
664.85,1144.97,1144.97,
665.27,1145.04,1143.24,
665.68,1146.52,1137.68,
666.09,1146.91,1133.90,
666.51,1144.08,1130.93,
666.92,1142.63,1129.78,
667.33,1140.32,1131.42,
667.75,1137.18,1129.29,
668.16,1137.83,1126.69,
668.57,1139.34,1123.63,
668.99,1136.72,1126.16,
669.40,1139.05,1125.92,
669.81,1137.18,1123.68,
670.23,1132.81,1124.02,
670.64,1131.16,1122.91,
671.05,1128.38,1125.47,
671.46,1128.26,1129.21,
671.88,1125.25,1133.05,
672.29,1126.90,1134.00,
672.70,1128.06,1134.17,
673.12,1129.09,1136.09,
673.53,1129.51,1139.21,
673.94,1130.32,1141.22,
674.35,1131.37,1142.57,
674.77,1131.36,1145.02,
675.18,1134.31,1145.89,
675.59,1132.25,1146.66,
676.01,1132.10,1150.32,
676.42,1133.09,1153.04,
676.83,1133.90,1155.00,
677.24,1133.52,1153.59,
677.66,1133.26,1151.62,
678.07,1134.93,1151.86,
678.48,1133.76,1153.15,
678.89,1133.24,1156.13,
679.31,1131.71,1154.79,
679.72,1131.00,1152.92,
680.13,1129.82,1150.92,
680.55,1129.23,1149.85,
680.96,1126.22,1150.87,
681.37,1120.01,1144.92,
681.78,1116.25,1139.65,
682.20,1110.10,1132.68,
682.61,1099.64,1126.10,
683.02,1090.10,1122.39,
683.43,1085.25,1113.12,
683.85,1074.95,1103.15,
684.26,1060.96,1090.65,
684.67,1047.64,1078.06,
685.08,1035.19,1063.25,
685.50,1024.21,1052.99,
685.91,1011.61,1041.11,
686.32,1002.34,1030.95,
686.73,990.46,1020.19,
687.15,980.94,1009.35,
687.56,975.98,1008.86,
687.97,974.15,1008.14,
688.38,973.81,1005.47,
688.79,976.74,1001.74,
689.21,979.29,997.14,
689.62,980.72,1001.14,
690.03,984.15,1004.61,
690.44,990.90,1010.95,
690.86,996.03,1014.42,
691.27,1000.64,1018.24,
691.68,1005.21,1019.01,
692.09,1011.23,1019.48,
692.50,1013.91,1028.37,
692.92,1021.13,1033.54,
693.33,1024.78,1035.53,
693.74,1028.78,1035.12,
694.15,1033.60,1035.90,
694.57,1038.14,1042.81,
694.98,1039.57,1045.74,
