Date,2016/05/17,2016/05/17,2016/05/17,2016/05/17,2016/05/17,
Time,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),500,500,500,500,500,
Sensor Temp.(deg),24.6,24.6,24.6,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
526.44,106.55,126.11,150.71,173.48,232.50,
526.86,107.10,126.47,150.40,173.29,232.76,
527.28,107.24,126.64,150.60,173.77,233.16,
527.70,107.50,126.54,151.20,174.10,233.95,
528.11,107.88,126.61,151.21,173.79,233.44,
528.53,107.84,126.95,151.28,173.76,232.78,
528.95,107.80,127.26,152.10,174.20,232.81,
529.37,108.25,127.59,152.34,174.67,233.34,
529.79,108.24,127.68,151.95,174.62,233.41,
530.21,107.66,127.99,152.12,174.24,233.79,
530.62,107.98,128.03,152.36,174.75,234.48,
531.04,108.72,128.79,152.19,175.42,234.59,
531.46,108.70,129.28,152.55,176.05,234.50,
531.88,108.66,129.52,152.81,176.18,234.78,
532.30,109.38,129.37,152.53,175.85,234.93,
532.71,109.20,129.53,152.05,176.04,234.58,
533.13,108.91,129.34,152.13,175.73,234.90,
533.55,109.18,129.08,152.32,175.23,234.76,
533.97,109.08,128.81,152.13,175.20,233.90,
534.39,108.78,128.75,152.40,175.56,233.37,
534.80,108.74,128.44,152.81,175.70,233.91,
535.22,108.57,127.88,152.34,175.33,233.67,
535.64,107.70,127.74,151.94,174.68,233.56,
536.06,107.77,127.43,151.99,174.43,233.97,
536.48,108.27,127.13,151.66,174.62,233.76,
536.89,108.47,127.19,151.50,174.65,233.20,
537.31,108.24,126.79,151.16,174.06,232.90,
537.73,108.24,126.14,151.28,173.70,232.50,
538.15,107.95,125.88,150.79,173.81,231.78,
538.56,107.16,125.41,150.33,173.19,231.26,
538.98,107.00,125.11,149.97,172.11,230.64,
539.40,106.92,124.78,149.64,171.94,229.48,
539.82,106.81,124.42,149.27,171.82,228.51,
540.24,106.42,124.39,149.04,171.71,228.51,
540.65,106.41,124.50,148.63,171.51,228.52,
541.07,106.48,124.50,148.14,170.96,228.41,
541.49,106.16,124.53,147.79,170.71,228.71,
541.91,106.73,124.56,147.61,170.92,228.72,
542.32,106.95,124.63,147.53,170.85,228.43,
542.74,106.77,124.59,147.80,170.76,228.29,
543.16,106.30,124.46,148.26,170.65,228.20,
543.58,106.55,124.50,148.44,171.13,228.06,
543.99,106.31,124.44,147.73,170.86,228.25,
544.41,106.16,124.47,148.09,169.89,228.38,
544.83,106.26,124.51,148.34,170.01,228.18,
545.25,106.41,124.27,148.47,170.42,228.18,
545.66,106.17,124.23,148.64,170.72,228.57,
546.08,106.14,124.41,148.62,170.57,228.88,
546.50,106.43,124.47,148.23,170.30,229.06,
546.92,106.28,124.52,147.70,170.14,229.45,
547.33,106.13,124.56,147.53,169.83,229.50,
547.75,106.57,124.70,147.63,169.47,228.99,
548.17,106.40,124.45,147.72,169.64,228.32,
548.59,106.10,124.32,148.27,169.52,227.80,
549.00,106.35,124.37,148.15,169.72,227.93,
549.42,106.56,124.53,147.59,169.54,228.03,
549.84,105.72,124.63,147.26,168.80,227.89,
550.26,105.86,124.89,147.49,168.90,228.03,
550.67,106.20,125.02,146.91,169.47,228.07,
551.09,106.00,124.93,146.93,169.70,227.94,
551.51,105.76,125.03,147.12,169.47,228.06,
551.93,106.05,124.94,146.99,169.04,227.92,
552.34,106.04,125.04,146.61,169.12,227.41,
552.76,105.72,124.72,146.47,168.47,226.93,
553.18,105.73,124.60,146.64,167.90,226.21,
553.59,105.69,124.13,146.69,168.06,225.53,
554.01,105.37,123.56,146.65,168.10,224.82,
554.43,105.29,123.36,146.67,167.92,224.78,
554.85,105.06,123.18,145.86,167.60,224.45,
555.26,104.53,122.85,145.31,166.91,223.92,
555.68,104.23,122.50,145.09,166.21,223.61,
556.10,104.67,122.30,144.80,166.16,223.14,
556.51,104.48,121.79,144.50,165.90,222.27,
556.93,103.96,121.01,144.58,164.85,221.48,
557.35,104.36,120.82,144.69,164.11,220.82,
557.77,104.58,120.48,143.90,164.08,220.43,
558.18,103.86,120.21,143.20,163.40,219.87,
558.60,103.53,119.55,143.44,162.26,219.67,
559.02,103.42,119.47,143.50,162.27,219.29,
559.43,103.40,119.13,143.64,162.44,218.84,
559.85,102.92,118.95,143.60,162.35,218.61,
560.27,102.81,119.14,143.26,162.42,218.68,
560.68,102.62,119.27,142.64,161.68,218.61,
561.10,102.21,119.33,142.22,161.38,219.23,
561.52,102.49,119.29,141.86,161.24,218.84,
561.93,102.53,119.27,141.63,161.05,218.77,
562.35,102.32,119.17,141.72,160.97,218.55,
562.77,102.07,118.93,141.86,160.68,218.14,
563.19,102.24,118.89,141.36,161.32,217.81,
563.60,101.55,118.60,140.40,161.12,217.73,
564.02,100.85,118.55,139.92,160.13,216.98,
564.44,100.87,118.43,139.96,159.86,216.60,
564.85,100.62,118.32,139.73,160.23,216.05,
565.27,100.27,118.10,139.18,160.36,215.47,
565.69,99.83,118.05,138.45,159.76,214.89,
566.10,100.04,117.69,137.97,158.98,214.73,
566.52,99.66,117.44,137.23,158.47,214.64,
566.94,99.49,117.01,136.54,157.81,213.94,
567.35,99.52,116.72,136.57,157.15,212.58,
567.77,99.12,116.16,136.59,156.93,211.98,
568.19,98.63,115.68,136.85,157.02,211.01,
568.60,98.42,115.24,136.56,156.87,210.72,
569.02,98.08,115.23,135.79,156.80,210.55,
569.44,97.04,115.14,135.82,156.04,210.25,
569.85,96.97,114.92,135.93,155.82,210.14,
570.27,97.16,114.80,135.96,156.09,210.11,
570.69,97.07,114.65,136.03,156.40,209.77,
571.10,96.84,114.42,135.63,155.82,209.21,
571.52,96.64,114.07,135.60,155.45,209.23,
571.93,96.51,113.79,135.38,155.46,209.65,
572.35,96.24,113.73,134.87,155.07,209.22,
572.77,96.10,113.42,135.15,154.17,208.40,
573.18,96.16,113.25,135.79,154.47,208.19,
573.60,96.10,112.93,136.06,154.87,207.90,
574.02,95.85,113.19,136.09,155.03,207.81,
574.43,95.77,113.17,135.29,154.96,207.90,
574.85,95.38,113.30,135.01,154.44,207.92,
575.27,95.44,113.39,134.95,153.94,207.69,
575.68,95.92,113.34,134.75,153.97,207.45,
576.10,96.33,113.21,134.77,154.04,207.16,
576.52,96.01,113.00,134.85,154.13,207.10,
576.93,96.10,112.82,134.79,153.80,207.10,
577.35,96.46,112.84,134.59,154.61,207.58,
577.76,96.66,113.08,134.39,154.45,207.92,
578.18,96.65,113.39,134.55,154.36,207.83,
578.60,97.10,113.67,135.06,154.61,207.88,
579.01,97.65,113.86,135.47,155.54,208.42,
579.43,97.41,114.22,135.58,156.26,208.83,
579.85,97.53,114.56,135.36,156.17,209.19,
580.26,98.13,114.52,135.56,156.02,209.74,
580.68,98.09,114.99,135.87,156.17,210.94,
581.09,98.67,115.29,135.61,156.41,211.04,
581.51,99.02,114.99,136.12,156.47,211.19,
581.93,99.31,115.09,136.54,156.90,211.77,
582.34,99.25,115.34,136.98,156.97,211.86,
582.76,99.44,115.66,136.85,156.97,211.68,
583.17,99.48,115.84,136.69,156.77,212.09,
583.59,99.04,116.19,136.49,155.91,211.80,
584.01,98.87,116.03,136.24,155.37,210.78,
584.42,98.95,115.65,136.19,155.35,210.18,
584.84,98.29,115.22,135.68,155.26,209.58,
585.25,97.64,114.57,134.74,154.23,208.37,
585.67,97.66,113.62,133.72,152.94,207.53,
586.09,96.74,112.83,132.68,152.22,207.11,
586.50,95.71,112.21,131.37,150.92,205.84,
586.92,95.38,111.00,130.77,149.45,203.82,
587.33,94.76,110.19,130.86,148.86,202.57,
587.75,94.00,109.73,130.41,148.51,201.65,
588.17,93.52,109.08,129.78,148.01,200.12,
588.58,92.91,108.90,128.85,147.41,199.63,
589.00,91.80,108.60,128.37,146.55,199.21,
589.41,91.38,108.09,127.98,146.17,198.48,
589.83,91.19,107.42,127.83,146.14,197.91,
590.25,90.94,107.10,127.84,146.19,197.64,
590.66,90.64,106.70,127.54,145.99,197.54,
591.08,90.58,106.74,127.89,146.04,197.61,
591.49,90.58,106.76,127.54,146.71,198.35,
591.91,90.31,106.79,127.47,146.35,198.09,
592.32,90.70,106.79,127.86,146.04,197.79,
592.74,90.95,106.94,128.63,146.72,197.90,
593.16,91.23,107.42,129.01,147.39,198.35,
593.57,91.42,107.62,129.03,147.63,198.64,
593.99,91.60,107.92,128.65,147.87,198.92,
594.40,91.48,107.91,128.55,147.49,199.69,
594.82,91.63,107.97,128.53,147.47,200.41,
595.23,92.29,108.14,128.31,147.57,199.94,
595.65,92.49,108.04,128.50,147.36,199.83,
596.07,92.66,108.11,128.76,147.32,199.97,
596.48,92.81,108.14,129.09,147.53,200.15,
596.90,92.86,108.31,129.06,147.52,200.06,
597.31,93.03,108.39,128.66,146.93,200.42,
597.73,92.96,108.53,129.01,146.37,199.98,
598.14,93.35,108.51,129.39,146.55,199.86,
598.56,93.74,109.11,129.71,147.19,199.73,
598.97,93.55,109.22,129.92,147.50,200.16,
599.39,93.58,109.26,129.66,147.55,200.12,
599.81,93.58,109.26,129.76,147.25,200.53,
600.22,93.48,109.17,129.77,147.26,201.54,
600.64,93.40,109.37,129.36,147.13,201.47,
601.05,93.99,109.45,129.94,146.71,201.03,
601.47,94.35,109.30,130.48,147.44,201.54,
601.88,94.60,109.65,130.92,147.67,201.75,
602.30,95.00,109.64,130.81,148.26,201.33,
602.71,94.93,109.69,130.46,148.42,201.61,
603.13,94.64,109.79,130.46,148.53,201.92,
603.54,94.89,109.53,130.70,148.75,201.42,
603.96,95.38,109.63,130.99,149.04,201.40,
604.37,95.14,109.90,131.07,149.54,201.93,
604.79,94.95,109.58,130.64,149.19,202.02,
605.21,95.54,109.68,130.93,149.18,202.32,
605.62,95.20,109.54,130.61,149.07,203.23,
606.04,95.03,109.46,130.01,148.46,203.09,
606.45,95.41,109.44,130.38,147.92,202.24,
606.87,95.52,109.45,130.90,148.14,201.66,
607.28,95.24,109.17,131.00,148.73,200.90,
607.70,95.00,108.81,130.84,148.56,199.91,
608.11,94.54,108.76,130.09,148.52,199.50,
608.53,93.70,109.23,129.87,147.61,199.92,
608.94,93.72,109.16,129.71,147.15,199.67,
609.36,94.09,109.12,129.87,146.80,198.91,
609.77,93.52,109.25,129.70,146.84,198.76,
610.19,93.14,109.16,129.19,146.72,198.60,
610.60,93.15,108.66,129.07,146.28,198.11,
611.02,93.00,108.92,128.64,146.66,198.42,
611.43,92.51,108.63,127.95,146.07,197.93,
611.85,92.65,108.56,128.07,145.07,196.90,
612.26,92.82,108.13,128.53,145.14,196.05,
612.68,92.32,107.82,128.62,145.23,195.73,
613.09,92.30,107.60,128.10,145.30,195.51,
613.51,91.88,107.57,127.17,144.76,195.15,
613.92,91.12,107.23,126.83,144.04,195.75,
614.34,90.81,107.11,126.71,143.71,196.21,
614.75,91.24,106.33,126.61,143.50,195.76,
615.17,91.39,106.07,126.65,143.13,195.26,
615.58,91.36,105.84,126.40,143.38,195.89,
616.00,91.47,105.74,126.58,143.34,196.11,
616.41,91.60,105.67,126.42,143.59,195.97,
616.83,91.63,105.90,125.96,143.53,196.53,
617.24,91.60,105.87,126.43,143.09,195.98,
617.66,91.58,105.65,126.70,142.96,195.23,
618.07,91.83,105.70,127.16,143.83,195.13,
618.49,91.57,106.25,127.33,144.20,195.33,
618.90,91.45,106.42,126.99,144.26,195.18,
619.32,90.99,106.57,126.95,143.73,195.57,
619.73,90.85,106.64,126.93,143.92,196.59,
620.15,91.41,106.90,126.68,143.67,196.02,
620.56,92.02,106.50,126.78,143.07,195.12,
620.98,91.95,106.44,127.13,143.42,194.79,
621.39,91.48,106.16,127.23,143.51,194.55,
621.80,91.59,105.87,126.85,143.03,193.47,
622.22,90.96,105.85,126.24,142.64,193.21,
622.63,89.90,106.30,126.29,141.69,192.79,
623.05,89.74,105.84,126.35,141.16,191.98,
623.46,89.65,105.36,126.27,140.98,191.51,
623.88,89.18,105.30,125.72,141.03,191.08,
624.29,88.34,105.05,124.76,140.17,190.59,
624.71,88.43,104.23,123.84,139.64,190.36,
625.12,87.99,104.10,123.22,139.64,190.29,
625.54,87.90,103.82,122.35,138.76,189.73,
625.95,88.04,103.07,122.50,137.53,188.41,
626.37,87.96,102.79,122.33,137.56,188.05,
626.78,87.44,102.58,122.33,138.07,187.81,
627.19,87.34,102.38,121.74,137.68,187.12,
627.61,86.89,102.44,121.20,137.26,186.72,
628.02,86.14,102.72,121.12,136.90,187.15,
628.44,86.16,102.65,121.04,136.53,187.20,
628.85,87.09,102.07,120.98,136.57,186.45,
629.27,86.57,102.27,121.09,137.00,186.52,
629.68,86.69,102.19,120.92,136.93,186.67,
630.10,87.14,102.15,121.29,136.91,187.08,
630.51,86.97,102.31,121.07,137.72,187.56,
630.92,86.96,102.62,121.00,137.77,187.86,
631.34,87.55,102.62,121.62,136.99,187.95,
631.75,87.90,102.76,122.49,137.56,187.93,
632.17,87.85,103.24,123.08,138.87,188.56,
632.58,87.88,103.57,123.42,139.21,189.02,
633.00,88.05,104.05,123.07,139.47,189.06,
633.41,87.27,104.17,123.10,139.40,190.12,
633.82,87.68,104.58,123.52,140.02,191.55,
634.24,88.61,104.28,123.78,140.15,191.27,
634.65,89.11,104.44,124.12,140.47,191.23,
635.07,88.92,104.53,124.37,141.08,192.24,
635.48,89.64,104.40,124.78,141.34,192.53,
635.90,89.81,105.03,124.46,141.88,192.75,
636.31,89.82,105.09,124.05,141.71,193.21,
636.72,90.23,105.23,124.71,141.21,192.98,
637.14,90.49,105.22,125.20,140.92,192.74,
637.55,90.75,105.20,125.45,141.58,192.41,
637.97,90.45,105.40,125.42,141.93,192.43,
638.38,90.43,105.26,124.94,141.71,192.21,
638.80,89.75,105.05,124.87,141.41,192.40,
639.21,89.72,105.37,124.84,141.55,193.28,
639.62,90.42,105.55,124.47,141.30,192.94,
640.04,90.58,105.10,124.77,140.78,192.02,
640.45,90.48,105.13,124.88,141.29,192.00,
640.87,90.44,105.21,125.02,141.26,191.98,
641.28,90.78,105.20,124.78,140.84,191.26,
641.69,90.31,105.11,124.12,140.54,191.30,
642.11,89.77,105.01,123.80,139.93,191.15,
642.52,89.99,104.69,124.12,139.53,190.21,
642.94,89.88,104.22,123.93,139.31,189.61,
643.35,89.32,104.08,123.62,139.48,189.22,
643.76,88.72,103.79,122.90,138.98,188.89,
644.18,88.84,103.30,122.67,138.21,188.66,
644.59,88.25,103.02,122.15,138.32,188.73,
645.01,88.40,102.84,121.41,137.79,188.07,
645.42,88.31,102.25,121.41,136.63,186.96,
645.83,88.10,101.89,121.54,136.83,186.11,
646.25,87.55,101.58,121.17,136.77,185.68,
646.66,87.26,101.24,120.80,136.48,185.01,
647.07,86.77,101.08,120.00,136.08,184.54,
647.49,85.86,101.05,119.67,135.86,184.47,
647.90,85.69,100.85,119.71,135.55,184.26,
648.32,85.82,100.65,119.99,135.50,183.83,
648.73,85.54,100.59,119.92,135.80,183.88,
649.14,85.36,100.73,119.76,136.03,184.08,
649.56,85.94,100.60,120.02,135.94,184.23,
649.97,85.88,100.60,119.93,136.21,184.62,
650.38,85.82,100.69,119.43,136.16,184.72,
650.80,86.37,100.67,119.73,135.51,184.13,
651.21,86.41,100.43,120.06,135.58,183.63,
651.63,86.23,100.38,119.85,135.72,183.40,
652.04,86.00,100.13,119.37,135.31,183.04,
652.45,85.61,99.97,118.48,134.65,182.48,
652.87,84.82,99.41,117.72,133.68,181.94,
653.28,84.35,98.97,117.34,133.11,181.56,
653.69,84.68,98.41,117.23,132.50,180.55,
654.11,84.73,98.19,116.94,131.87,179.57,
654.52,84.56,97.90,116.35,131.74,179.24,
654.93,84.73,97.81,116.20,131.34,178.97,
655.35,84.65,97.71,115.81,131.26,178.67,
655.76,84.40,98.01,115.43,131.30,178.85,
656.17,84.54,98.14,115.59,130.90,178.66,
656.59,84.62,98.54,116.19,130.94,178.43,
657.00,84.65,98.57,116.61,131.63,178.44,
657.42,84.65,98.84,116.86,132.41,179.07,
657.83,84.63,99.27,116.83,132.85,179.77,
658.24,84.75,100.03,117.40,133.20,181.03,
658.66,85.29,100.68,118.29,134.39,182.78,
659.07,86.38,101.44,119.18,135.13,184.23,
659.48,87.55,102.43,120.30,135.54,184.81,
659.90,88.07,102.93,121.10,136.70,186.24,
660.31,88.58,103.59,121.84,137.69,187.44,
660.72,89.38,103.87,122.10,138.37,187.92,
661.14,89.12,104.20,122.00,138.87,188.70,
661.55,88.81,104.36,122.27,138.95,189.57,
661.96,89.34,104.47,122.64,138.81,189.24,
662.38,89.59,104.65,123.14,139.44,188.91,
662.79,89.60,104.75,123.24,139.92,189.11,
663.20,89.31,104.79,122.66,139.85,189.26,
663.62,89.98,104.80,122.65,139.64,189.49,
664.03,89.88,104.86,122.65,140.06,189.87,
664.44,90.10,104.55,122.05,139.92,189.83,
664.85,90.56,104.63,122.54,139.26,189.15,
665.27,90.79,104.74,123.10,139.65,189.14,
665.68,90.43,104.40,122.96,140.20,189.26,
666.09,90.33,104.63,122.84,140.26,189.24,
666.51,90.10,104.35,122.60,139.90,188.94,
666.92,89.22,104.56,122.39,139.55,189.39,
667.33,89.24,104.44,122.73,139.15,189.47,
667.75,89.40,104.22,123.14,139.14,188.89,
668.16,89.35,104.10,123.23,139.14,188.92,
668.57,89.13,104.02,123.18,139.12,189.33,
668.99,89.31,103.80,123.18,138.77,189.32,
669.40,89.33,103.75,123.14,139.12,189.75,
669.81,89.04,103.71,122.68,138.75,189.70,
670.23,89.06,103.58,122.71,138.11,189.26,
670.64,88.99,103.58,123.25,138.04,188.80,
671.05,88.77,103.50,123.21,138.33,188.40,
671.46,88.64,103.47,122.88,138.41,187.86,
671.88,88.46,103.44,122.42,138.09,187.59,
672.29,88.20,103.19,122.25,137.79,187.76,
672.70,87.92,103.15,122.10,137.87,188.25,
673.12,88.41,102.94,122.27,137.78,187.94,
673.53,88.72,103.16,122.26,137.60,187.70,
673.94,88.84,103.13,122.21,137.65,187.73,
674.35,88.83,102.99,122.07,137.75,187.46,
674.77,89.08,102.91,121.90,137.68,187.20,
675.18,88.90,102.98,121.44,137.41,187.25,
675.59,88.83,102.99,121.50,136.83,186.91,
676.01,88.96,102.99,121.89,136.78,186.57,
676.42,89.15,102.93,122.13,136.97,186.28,
676.83,88.95,102.81,121.77,137.39,186.15,
677.24,88.80,102.68,121.47,137.14,186.13,
677.66,88.82,102.60,121.54,136.74,186.46,
678.07,88.66,102.66,121.66,136.96,186.95,
678.48,88.82,102.63,121.30,136.75,186.71,
678.89,89.27,102.80,121.72,136.39,186.10,
679.31,89.19,102.77,121.70,136.22,185.86,
679.72,88.96,102.58,121.53,136.57,185.67,
680.13,89.02,102.57,121.15,136.33,185.40,
680.55,88.59,102.48,120.69,135.88,185.50,
680.96,87.63,102.14,120.47,135.40,185.18,
681.37,87.55,101.93,120.31,134.98,184.37,
681.78,87.13,101.59,120.03,134.49,183.41,
682.20,86.53,101.08,119.22,133.99,182.38,
682.61,85.93,100.36,118.12,132.99,181.35,
683.02,85.71,99.73,117.63,131.65,180.23,
683.43,84.93,98.75,116.29,130.85,179.15,
683.85,83.77,97.53,114.53,129.26,177.02,
684.26,83.11,96.43,113.40,127.10,174.37,
684.67,82.04,95.06,112.47,125.56,171.94,
685.08,80.65,93.82,110.81,124.29,169.71,
685.50,79.40,92.64,109.36,122.92,167.39,
685.91,78.15,91.47,107.90,121.38,165.56,
686.32,76.58,89.71,106.64,119.86,163.87,
686.73,75.59,88.62,105.72,118.76,162.58,
687.15,75.50,87.84,104.89,117.65,160.95,
687.56,75.00,87.23,104.46,116.95,159.99,
687.97,74.79,86.71,104.09,117.10,159.57,
688.38,74.63,86.53,104.09,116.67,159.64,
688.79,74.33,86.44,103.90,116.70,159.84,
689.21,74.09,86.42,103.24,116.67,160.17,
689.62,74.20,86.71,103.73,116.32,160.32,
690.03,74.76,87.55,104.68,116.87,161.03,
690.44,75.02,88.25,104.98,118.04,161.82,
690.86,75.07,88.32,105.50,119.01,162.10,
691.27,75.35,88.82,105.81,119.46,162.88,
691.68,75.47,89.18,106.34,119.80,163.87,
692.09,75.64,89.53,106.64,120.36,164.99,
692.50,76.42,90.44,107.26,120.85,165.19,
692.92,77.21,91.12,107.96,121.08,165.40,
693.33,77.40,91.37,108.30,122.28,166.17,
693.74,77.61,91.65,108.67,122.80,166.72,
694.15,77.75,92.07,108.78,122.73,166.79,
694.57,77.88,92.25,108.48,122.94,167.33,
694.98,77.66,92.28,108.61,123.13,167.18,
695.39,78.07,92.39,109.22,123.16,166.69,
695.80,78.46,92.68,109.85,123.57,166.40,
696.21,78.15,92.37,109.92,124.24,166.49,
696.63,78.11,92.23,109.85,124.07,166.84,
697.04,78.29,92.71,110.49,124.17,167.84,
697.45,78.19,92.67,110.37,125.17,169.04,
697.86,78.81,92.89,109.92,124.98,169.41,
698.27,79.53,93.28,110.70,124.45,168.82,
698.69,79.80,93.51,110.82,124.87,169.15,
699.10,79.96,93.25,110.63,125.17,169.01,
699.51,80.20,93.39,110.37,124.71,168.31,
699.92,79.80,93.35,109.68,124.62,168.28,
700.33,78.86,92.53,109.23,124.42,168.35,
700.75,79.29,92.60,109.56,123.82,168.23,
701.16,80.18,92.89,110.35,123.78,168.44,
701.57,79.87,92.92,110.52,124.53,168.71,
701.98,79.74,92.75,110.09,124.91,169.24,
702.39,80.73,93.44,111.11,124.67,169.94,
702.80,80.99,93.78,111.32,125.69,171.12,
703.22,81.45,94.07,110.60,125.54,171.60,
703.63,82.38,95.07,111.45,124.75,171.54,
704.04,83.15,95.67,112.77,125.41,171.75,
704.45,83.21,95.79,112.73,126.43,172.27,
704.86,83.47,95.99,113.01,126.78,172.20,
705.27,83.39,96.22,113.20,127.29,172.94,
705.69,82.54,95.82,113.64,127.42,174.06,
706.10,82.64,95.59,114.38,127.45,175.06,
706.51,83.62,96.36,115.10,127.97,174.63,
706.92,83.79,96.86,115.56,128.24,174.75,
707.33,83.69,97.19,115.32,128.95,174.72,
707.74,84.38,97.80,115.73,128.89,174.95,
708.16,84.57,98.57,115.96,129.44,175.75,
708.57,84.61,98.29,114.85,129.45,175.86,
708.98,85.08,98.30,114.79,128.27,175.13,
709.39,85.15,98.56,115.38,128.25,174.64,
709.80,85.36,98.42,115.44,128.77,173.76,
710.21,84.97,97.54,114.88,129.31,173.11,
710.63,84.45,97.46,114.73,128.67,173.02,
711.04,83.34,97.61,114.41,127.88,173.48,
711.45,83.03,97.09,113.69,127.89,173.55,
711.86,83.63,97.07,112.80,127.05,172.23,
712.27,83.92,97.71,112.57,125.68,170.68,
712.68,83.23,97.21,111.87,125.45,169.57,
713.09,82.54,96.03,110.74,124.77,167.67,
713.51,81.66,95.06,109.15,123.38,165.37,
713.92,79.85,93.46,106.93,121.63,163.55,
714.33,77.80,91.05,104.70,119.19,160.57,
714.74,76.56,89.58,103.56,116.99,157.14,
715.15,75.06,87.99,102.31,115.51,153.88,
715.56,72.89,85.74,100.26,114.37,150.53,
715.97,70.75,83.78,97.79,112.08,148.09,
716.38,69.16,82.80,96.85,109.65,146.05,
716.80,67.50,81.05,94.75,108.59,144.46,
717.21,66.91,79.53,92.57,107.03,142.05,
717.62,66.72,78.96,92.47,104.14,139.70,
718.03,66.27,78.41,92.12,103.69,138.25,
718.44,65.45,77.19,91.23,103.97,137.77,
718.85,65.69,76.73,90.64,103.55,136.68,
719.26,64.78,76.27,90.06,103.13,136.74,
719.67,63.80,74.72,89.81,102.45,137.66,
720.08,64.57,74.90,90.40,102.31,138.03,
720.50,65.64,75.53,91.87,102.48,137.73,
720.91,65.51,75.84,92.47,102.79,138.20,
721.32,65.59,76.19,92.08,103.40,139.63,
721.73,66.71,77.44,93.62,103.64,141.00,
722.14,66.70,77.60,93.81,104.72,142.30,
722.55,67.45,77.66,92.62,104.70,143.24,
722.96,68.44,78.09,93.51,103.88,142.79,
723.37,68.44,78.11,94.57,104.39,142.94,
723.78,67.85,78.13,94.62,105.47,142.51,
724.19,67.36,77.79,94.45,105.32,141.97,
724.61,66.50,77.39,93.95,104.98,141.43,
725.02,65.00,76.37,93.28,104.21,141.96,
725.43,64.75,76.46,93.31,104.15,142.67,
725.84,65.84,77.33,93.54,104.14,141.85,
726.25,65.92,77.95,94.13,103.49,141.35,
726.66,65.94,78.05,93.90,104.67,142.65,
727.07,66.98,78.88,94.53,105.82,143.30,
727.48,67.44,79.41,94.87,106.54,143.67,
727.89,67.55,79.29,93.63,106.90,144.56,
728.30,68.46,79.79,94.50,107.05,144.88,
728.71,69.32,80.85,96.38,107.60,144.95,
729.12,70.23,81.80,97.55,108.97,145.55,
729.54,70.96,82.42,98.22,110.31,146.41,
729.95,71.82,83.01,98.25,111.15,147.84,
730.36,72.27,84.13,99.59,111.61,149.85,
730.77,73.64,85.08,100.44,113.13,152.77,
731.18,75.30,86.94,101.56,113.50,154.06,
731.59,76.96,88.79,103.30,113.71,154.39,
732.00,77.91,90.42,104.68,115.44,156.62,
732.41,79.01,91.07,105.67,117.57,158.66,
732.82,79.83,92.71,106.55,118.64,159.19,
733.23,80.33,92.93,106.63,119.38,161.15,
733.64,80.58,92.57,107.43,119.58,162.27,
734.05,81.59,93.77,109.16,119.89,162.37,
734.46,82.63,94.85,110.28,120.73,162.84,
734.87,82.59,95.01,110.66,121.79,163.73,
735.28,82.62,95.39,110.75,122.55,164.43,
735.69,83.64,96.28,112.16,123.35,165.65,
736.10,83.39,96.23,112.32,124.52,167.11,
736.51,84.35,96.72,111.54,124.57,167.39,
736.93,85.57,97.82,113.00,124.27,166.24,
737.34,86.45,98.40,113.63,125.09,166.51,
737.75,86.33,98.31,113.57,126.53,166.74,
738.16,86.75,98.09,113.69,126.67,165.94,
738.57,86.59,97.79,113.26,126.76,166.11,
738.98,85.69,96.26,113.27,126.31,167.26,
739.39,86.22,96.98,113.86,126.11,167.32,
739.80,87.23,98.83,114.92,126.36,167.32,
740.21,87.51,99.33,115.47,127.11,168.04,
740.62,87.37,99.70,115.54,128.05,169.40,
741.03,89.06,101.25,116.96,128.82,170.60,
741.44,89.04,101.60,116.83,129.38,171.73,
741.85,89.40,101.81,115.73,129.15,172.59,
742.26,90.60,102.70,116.82,128.25,172.28,
742.67,91.02,103.33,117.99,128.28,171.93,
743.08,90.89,103.39,117.91,129.57,172.31,
743.49,91.10,102.95,118.02,130.55,172.54,
743.90,90.93,102.64,118.08,130.29,172.70,
744.31,89.67,102.26,118.08,129.83,173.38,
744.72,89.99,102.46,118.68,130.64,175.20,
745.13,91.22,103.72,119.12,130.42,174.23,
745.54,91.88,104.41,119.87,129.83,173.97,
745.95,92.38,104.10,120.31,130.99,174.43,
746.36,93.23,104.28,120.85,131.38,174.89,
746.77,93.36,104.08,120.68,131.57,173.42,
747.18,92.71,103.11,119.40,131.18,173.47,
747.59,92.80,101.83,119.56,130.50,172.73,
748.00,93.42,102.48,120.60,130.54,171.49,
748.41,93.33,102.41,120.94,131.25,170.92,
748.82,92.46,102.28,120.53,132.29,171.06,
749.23,92.10,101.24,119.69,131.64,171.19,
749.64,91.63,101.14,120.35,130.92,171.45,
750.05,90.90,100.98,119.72,131.75,172.77,
750.46,92.15,101.90,119.26,131.14,172.61,
750.87,93.23,102.64,120.04,129.63,171.01,
751.28,93.56,103.00,120.29,130.09,171.43,
751.69,92.81,102.81,120.12,131.37,171.35,
752.10,92.53,103.06,119.14,131.29,170.23,
752.51,91.73,102.12,117.70,130.78,170.38,
752.92,90.77,100.84,117.19,129.42,171.12,
