Date,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,
Time,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:40:00,13:45:00,13:50:00,13:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,100,100,100,100,100,100,100,100,100,200,100,200,100,
Sensor Temp.(deg),24.7,24.7,24.8,24.9,24.8,24.7,24.8,24.8,24.7,24.7,24.8,24.9,24.8,24.9,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
935.93,49.62,60.48,269.31,278.10,276.03,254.83,259.49,223.30,261.04,255.35,47.56,271.38,46.26,145.77,
936.32,49.20,57.80,275.44,286.37,282.73,257.22,263.46,227.54,266.07,258.78,48.42,277.52,46.08,148.91,
936.72,50.88,58.75,285.89,295.33,289.56,264.91,273.83,234.48,276.45,265.43,48.52,284.32,48.26,153.17,
937.12,55.52,66.09,295.56,299.27,296.62,274.41,278.64,241.10,284.46,276.00,51.29,292.92,49.97,157.04,
937.51,57.55,68.75,303.76,310.16,304.83,285.11,287.24,244.61,291.50,288.31,54.62,302.16,51.69,163.07,
937.91,58.23,69.23,312.89,323.09,311.28,292.50,300.55,253.85,300.01,296.79,56.89,309.67,53.67,169.06,
938.31,60.54,71.89,321.61,332.96,322.15,301.07,311.34,259.99,310.80,305.39,57.84,319.45,55.13,172.43,
938.70,62.92,75.17,327.93,339.37,332.83,312.67,319.21,266.92,319.21,315.94,58.83,325.75,55.56,177.04,
939.10,64.51,76.32,333.27,345.90,340.41,315.70,326.68,272.88,326.13,323.94,59.30,335.47,57.65,180.09,
939.49,64.69,75.19,342.23,357.16,348.87,320.67,331.73,279.20,331.73,325.09,61.37,344.44,59.43,183.56,
939.89,65.66,76.24,348.91,362.27,355.59,328.88,336.67,287.14,336.67,331.66,62.33,350.03,58.99,187.53,
940.29,66.11,75.07,351.83,368.08,358.55,333.90,337.82,292.44,341.18,340.06,63.87,355.19,61.91,188.80,
940.68,65.93,73.26,354.47,373.06,363.48,337.00,344.32,294.17,341.51,343.76,64.24,359.54,63.96,191.60,
941.08,66.57,73.09,359.78,375.64,364.31,336.55,346.75,296.32,345.61,344.48,65.72,363.18,63.46,192.07,
941.47,67.22,73.49,359.48,374.86,367.45,336.69,345.23,295.67,349.79,344.09,64.66,364.60,63.52,193.13,
941.87,67.05,75.07,361.03,373.06,365.61,338.11,346.70,296.27,350.14,343.84,62.46,361.03,63.61,192.55,
942.27,69.35,79.42,359.70,365.45,359.70,336.68,343.01,292.94,345.89,340.13,61.58,362.00,64.17,191.65,
942.66,68.99,80.25,357.35,359.08,355.04,334.26,337.15,285.77,338.88,336.57,62.06,356.78,63.50,188.78,
943.06,66.33,77.05,351.06,355.11,348.74,330.78,334.84,286.17,333.10,334.84,61.99,353.37,62.85,187.11,
943.45,64.74,73.74,346.64,352.44,344.89,326.89,333.86,284.51,329.22,330.38,60.97,349.54,64.16,185.22,
943.85,64.27,73.28,342.57,348.38,344.31,323.95,329.19,280.92,326.28,327.44,58.16,347.22,63.10,182.62,
944.24,63.76,72.78,333.65,342.96,342.96,317.92,325.49,279.49,325.49,323.75,58.81,346.46,62.01,181.09,
944.64,60.86,68.14,330.78,344.76,343.01,313.90,322.05,278.37,323.21,317.97,57.95,345.93,62.31,179.95,
945.04,60.81,68.08,331.69,345.08,342.17,315.40,320.64,280.49,324.13,314.82,56.74,343.91,61.68,179.81,
945.43,61.92,68.61,330.84,339.56,339.56,315.72,315.72,281.42,321.54,318.05,58.14,343.05,61.34,181.41,
945.83,61.86,67.96,330.52,342.72,340.39,316.58,317.74,279.40,321.23,321.23,59.54,342.72,62.15,181.23,
946.22,61.76,69.00,334.00,345.60,340.38,317.19,322.99,280.08,322.99,322.41,60.02,342.70,61.47,183.24,
946.62,63.06,71.16,337.30,345.98,344.82,319.94,326.30,281.76,328.04,323.99,59.88,343.66,61.04,184.56,
947.01,64.38,72.17,339.49,346.42,349.88,326.21,330.25,283.48,333.14,330.83,59.18,342.95,60.05,185.33,
947.41,66.25,76.04,343.35,348.53,351.99,327.22,334.13,286.32,335.28,331.25,60.20,348.53,61.07,188.38,
947.80,67.16,78.06,347.26,351.85,358.17,329.47,335.78,286.99,334.06,330.61,61.13,353.00,61.42,189.99,
948.20,66.67,77.26,351.39,357.12,360.55,333.08,339.38,293.59,337.09,336.51,62.38,353.68,60.95,191.72,
948.59,67.04,75.89,353.75,362.31,364.02,333.78,341.77,297.27,340.06,341.77,63.33,356.03,63.62,193.99,
948.99,67.63,75.58,355.18,367.68,369.95,334.72,347.22,297.21,339.83,343.24,62.80,359.72,63.93,194.35,
949.38,68.24,78.16,357.93,369.82,373.79,335.27,348.87,301.29,345.47,344.34,64.28,361.89,63.15,195.95,
949.78,67.49,75.67,360.30,373.85,377.81,336.58,350.13,303.83,350.13,346.75,64.66,365.38,62.97,197.09,
950.17,68.13,76.58,366.00,376.13,378.95,339.53,354.74,305.75,353.61,347.98,62.78,366.00,63.35,198.20,
950.57,71.61,83.68,371.79,375.16,379.65,341.46,354.38,308.33,356.06,351.01,63.46,369.54,64.02,199.37,
950.96,71.67,83.43,374.03,376.27,379.07,344.35,357.23,304.60,356.11,354.99,65.51,370.67,64.95,200.45,
951.36,72.02,83.19,377.96,379.64,377.40,345.58,362.89,305.94,358.98,358.42,65.88,372.38,65.88,200.43,
951.75,72.07,83.48,380.67,383.45,380.67,348.39,366.75,307.20,362.30,358.96,65.67,375.10,67.34,200.91,
952.15,73.55,85.48,381.33,382.99,385.21,354.13,369.67,308.61,366.34,362.45,64.94,378.55,66.61,202.60,
952.54,73.95,86.97,378.88,385.53,387.19,352.29,370.57,310.75,368.91,363.37,65.64,381.65,67.58,202.74,
952.94,72.97,88.45,382.54,391.38,391.38,353.79,371.48,313.44,369.27,360.43,66.34,386.41,68.82,204.54,
953.33,73.34,88.23,384.90,393.73,392.62,356.78,372.77,318.73,373.32,362.29,67.28,388.76,68.65,205.69,
953.73,72.89,87.47,385.11,395.56,393.36,358.70,371.35,321.84,374.65,367.50,69.32,390.06,69.87,207.96,
954.12,72.43,86.14,386.27,400.54,396.70,361.58,377.49,322.63,375.30,370.36,70.23,393.41,71.88,210.69,
954.51,73.06,87.02,391.31,404.45,398.43,365.59,382.01,326.19,380.37,372.16,71.70,398.98,71.42,213.44,
954.91,73.97,86.26,394.17,407.27,403.99,369.05,383.79,329.75,387.07,374.51,72.34,401.81,70.97,215.65,
955.30,75.19,87.72,397.76,410.84,407.57,373.78,389.59,332.37,391.22,380.87,71.65,402.66,70.83,217.95,
955.70,78.31,93.54,403.51,411.12,408.95,377.41,392.63,334.45,394.81,385.02,72.06,409.49,72.87,221.33,
956.09,80.02,93.31,409.03,414.45,411.74,382.45,394.92,334.71,396.01,387.87,74.59,412.82,74.05,224.04,
956.49,79.55,91.45,410.73,418.84,415.06,385.83,398.82,339.84,398.82,395.03,76.57,415.60,74.14,226.20,
956.88,79.63,91.78,413.54,424.88,420.02,388.71,403.28,344.44,403.28,400.04,76.93,420.02,77.20,228.91,
957.27,80.77,94.77,416.22,429.15,426.99,393.61,407.61,349.45,405.45,403.30,76.73,425.38,77.27,231.53,
957.67,82.18,95.61,416.83,431.87,432.41,394.27,410.92,352.37,411.99,407.70,79.23,431.33,77.35,233.66,
958.06,81.44,94.30,422.20,439.88,439.34,395.95,413.63,357.37,415.77,409.88,79.56,437.20,77.96,236.82,
958.46,83.14,95.70,430.91,444.81,444.28,402.04,418.62,364.62,423.43,413.80,79.13,442.67,78.06,239.51,
958.85,85.65,96.59,436.50,445.57,446.64,407.69,422.09,368.73,426.90,422.09,81.11,447.71,79.51,243.33,
959.24,85.82,95.95,442.44,452.03,451.50,413.12,428.05,369.41,430.18,431.78,82.62,453.10,81.56,245.21,
959.64,87.28,97.40,451.85,459.30,455.04,417.26,436.95,374.68,436.42,436.95,83.29,458.24,82.49,249.08,
960.03,89.61,100.51,457.37,465.34,463.22,422.27,443.54,378.66,444.60,442.48,84.03,463.75,83.23,252.08,
960.42,91.97,103.67,461.97,471.01,470.48,430.61,450.81,384.36,452.40,452.94,84.53,466.76,84.00,254.11,
960.82,94.61,108.96,468.28,476.25,475.19,432.67,456.05,388.02,459.24,457.65,85.31,476.78,86.37,257.79,
961.21,96.65,112.05,476.35,482.19,483.78,438.64,459.88,392.44,463.60,457.23,87.09,485.37,88.68,261.27,
961.61,97.12,112.51,482.41,488.78,488.25,443.14,465.42,401.21,468.61,465.96,89.42,490.37,88.89,265.35,
962.00,97.83,113.48,487.84,496.86,494.74,449.14,468.76,409.37,475.12,474.06,91.74,495.27,92.80,268.31,
962.39,99.41,114.52,493.62,505.82,504.23,455.45,479.31,414.62,479.31,480.90,93.05,503.70,94.38,272.53,
962.79,101.84,116.69,501.76,512.90,512.37,460.92,484.79,421.14,489.03,486.91,95.74,511.84,93.88,277.40,
963.18,102.74,116.81,509.20,523.54,522.47,465.66,491.68,426.90,500.17,493.80,97.96,519.29,95.04,280.88,
963.57,104.96,118.52,519.77,531.47,531.47,474.60,501.70,435.80,511.80,501.70,97.26,524.03,96.99,284.87,
963.97,110.35,126.04,529.69,536.60,537.13,483.95,507.88,443.00,520.11,511.07,99.72,536.07,99.45,289.84,
964.36,111.93,127.62,538.13,545.58,543.45,492.40,515.80,445.61,527.50,521.12,103.43,543.45,102.63,296.19,
964.75,114.00,130.21,546.37,558.06,551.69,498.00,526.17,454.42,538.40,532.02,105.77,554.34,104.44,300.29,
965.15,117.08,132.21,555.94,570.80,562.84,507.62,536.82,465.14,551.16,541.07,108.05,564.96,107.52,307.97,
965.54,120.76,136.41,565.83,580.69,575.91,520.18,547.25,475.59,563.71,553.62,110.14,576.98,108.81,313.70,
965.93,124.68,139.53,574.58,592.09,588.38,527.36,556.01,486.51,576.17,562.91,113.80,591.56,110.88,318.86,
966.32,126.70,139.42,585.27,607.00,602.76,536.49,565.12,495.67,586.33,569.36,116.63,605.41,113.98,326.03,
966.72,129.54,141.46,596.58,616.72,613.01,548.37,575.39,508.10,599.23,581.22,119.21,616.19,115.24,333.79,
967.11,131.86,142.45,607.94,627.00,622.23,558.69,582.52,519.50,609.52,596.82,123.39,627.53,118.62,341.04,
967.50,133.95,144.00,617.32,641.14,633.73,569.67,594.02,528.37,620.49,607.26,126.27,639.02,122.03,346.78,
967.90,136.64,146.18,628.13,653.02,642.43,579.94,607.48,537.57,632.37,617.01,128.96,650.38,122.87,353.26,
968.29,138.74,149.86,638.63,661.40,652.40,589.38,617.98,545.96,647.10,624.86,130.80,661.40,124.18,359.03,
968.68,141.70,152.56,646.79,670.10,662.15,599.12,628.25,555.68,658.45,634.08,131.64,669.04,127.13,363.92,
969.07,146.53,160.04,654.48,674.61,668.79,608.37,636.46,562.80,666.67,642.29,132.75,683.09,130.37,369.37,
969.47,148.91,163.22,660.31,680.45,672.50,614.73,640.70,565.98,670.38,645.47,135.40,692.63,132.22,375.20,
969.86,149.30,162.83,666.17,687.92,677.84,620.03,647.08,574.41,674.13,653.97,137.90,697.99,133.13,379.23,
970.25,149.46,162.47,669.52,692.88,683.33,624.92,651.47,578.73,676.96,658.37,139.11,701.38,136.19,381.75,
970.64,150.97,163.73,671.41,694.80,687.89,629.94,655.99,582.63,677.26,661.84,138.75,703.84,136.09,384.35,
971.04,151.44,164.48,671.24,693.06,689.87,628.65,655.27,583.41,679.22,660.06,140.80,705.31,135.21,383.79,
971.43,149.04,161.04,669.74,696.41,693.74,625.48,654.28,582.29,678.81,656.41,140.24,705.47,135.18,385.00,
971.82,147.68,160.23,669.78,693.81,690.61,625.44,654.82,581.65,678.86,654.29,137.53,700.75,134.60,384.56,
972.21,148.26,164.85,670.12,685.64,686.18,624.62,649.78,578.59,676.54,654.60,138.09,701.70,134.61,384.84,
972.61,146.17,163.60,669.96,684.98,682.84,622.22,648.51,572.34,672.64,654.41,138.39,697.85,134.64,382.99,
973.00,145.39,162.86,668.10,685.30,677.78,618.12,650.37,570.82,668.64,651.98,137.33,694.98,133.84,381.08,
973.39,145.38,164.23,668.76,681.14,679.53,615.99,649.91,567.53,669.84,648.30,136.23,693.53,133.27,379.07,
973.78,145.93,166.16,667.33,679.20,680.27,617.16,647.91,565.91,668.95,648.45,135.41,691.60,131.90,378.17,
974.17,146.18,166.99,665.26,677.69,680.39,609.06,645.81,564.20,665.80,645.81,135.11,691.20,131.59,376.14,
974.57,146.29,167.11,666.27,678.17,679.79,608.94,643.01,562.43,661.94,641.93,134.93,691.14,131.69,376.40,
974.96,145.07,166.18,667.95,677.70,678.24,609.50,640.35,564.03,662.00,641.43,135.86,689.61,129.91,376.74,
975.35,144.08,163.04,669.50,679.25,679.25,610.46,638.09,566.04,660.84,645.13,136.77,687.38,131.35,376.46,
975.74,143.60,161.48,668.69,682.78,683.33,610.71,639.97,565.74,659.48,645.94,136.83,686.04,132.22,377.16,
976.13,144.56,162.73,672.07,685.63,684.00,612.40,641.69,567.38,663.39,647.11,137.78,688.88,131.00,377.53,
976.53,143.59,162.32,673.15,688.89,689.43,612.89,641.66,568.38,668.80,647.09,138.70,691.61,130.83,377.29,
976.92,144.83,161.95,677.14,691.27,691.82,615.19,646.71,570.63,674.43,651.06,136.95,691.27,131.79,379.33,
977.31,149.01,169.68,682.51,689.58,692.30,620.51,649.34,574.29,677.07,655.32,138.13,699.37,133.51,380.14,
977.70,150.42,170.82,687.11,692.55,694.18,626.17,651.74,573.95,679.49,658.27,140.63,705.06,135.46,382.99,
978.09,151.55,168.69,687.82,699.79,697.62,629.60,657.35,580.08,682.38,666.60,142.57,707.41,136.86,385.27,
978.48,152.99,168.78,690.37,706.70,704.53,634.29,664.24,586.92,687.65,671.32,143.19,711.60,139.65,388.20,
978.87,154.76,171.11,694.79,710.05,711.69,642.48,668.64,592.35,691.52,678.45,143.86,718.77,140.05,391.26,
979.27,157.09,171.82,694.90,715.62,716.71,643.08,673.08,597.26,697.62,682.90,146.72,724.35,141.00,394.36,
979.66,157.78,169.24,698.26,723.37,723.92,645.30,676.42,602.17,701.53,686.79,147.13,730.47,142.49,396.90,
980.05,159.38,171.14,702.60,728.29,726.65,653.93,680.73,608.01,708.61,691.66,147.08,733.76,143.53,400.23,
980.44,160.31,171.55,708.11,728.94,730.03,659.88,682.35,613.84,711.40,699.34,149.62,739.35,144.97,403.38,
980.83,161.24,171.95,711.44,737.26,734.51,662.54,689.46,616.95,714.18,707.04,151.35,743.85,147.78,404.34,
981.22,162.02,173.59,716.95,741.74,738.99,666.80,698.21,621.06,722.46,713.64,152.10,750.01,148.51,407.79,
981.61,163.86,176.30,723.42,746.08,744.42,670.92,704.63,625.05,730.05,715.68,153.08,756.58,148.39,410.62,
982.00,165.49,179.07,730.15,750.66,751.21,675.81,711.30,629.25,739.02,722.38,153.57,762.30,149.41,411.37,
982.39,169.63,184.09,737.47,754.71,755.82,676.85,716.89,635.69,744.70,728.57,154.33,772.51,152.67,416.01,
982.79,171.68,188.40,743.56,758.06,760.29,685.04,720.15,639.33,748.58,731.30,156.63,782.02,153.84,420.28,
983.18,172.09,187.17,748.69,766.01,764.89,689.46,724.66,648.12,754.83,739.19,159.24,786.68,155.32,424.07,
983.57,172.73,188.12,753.61,773.21,771.53,693.14,730.10,654.51,759.21,748.57,160.41,790.56,158.17,427.20,
983.96,174.37,189.51,758.04,777.67,778.79,698.61,737.30,659.36,761.41,751.87,161.20,795.05,158.11,432.29,
984.35,176.25,193.09,762.26,780.22,784.71,701.08,739.24,662.91,769.55,756.08,163.90,802.67,157.17,435.01,
984.74,176.11,192.13,764.57,788.16,791.53,703.34,740.97,664.57,777.49,757.83,164.04,806.14,157.30,437.62,
985.13,177.37,192.27,771.34,790.45,794.39,708.93,747.73,667.89,783.71,760.66,162.48,806.20,157.98,440.77,
985.52,180.87,199.71,776.35,788.72,794.91,713.34,748.78,672.27,788.16,765.10,164.27,811.79,159.21,444.43,
985.91,180.88,200.29,782.04,791.60,797.79,717.90,751.66,670.64,789.92,771.91,166.82,816.92,161.19,447.84,
986.30,181.62,201.30,783.26,798.44,800.13,718.60,757.40,674.74,795.63,774.83,167.84,818.69,161.94,449.27,
986.69,183.47,202.30,786.15,800.76,804.13,720.96,763.11,675.45,800.20,776.59,167.74,820.43,161.84,451.80,
987.08,185.40,204.50,787.66,801.71,807.89,726.43,764.63,678.11,804.52,780.92,168.26,824.74,161.24,452.82,
987.47,187.29,206.11,788.49,803.09,810.95,723.34,764.34,680.66,806.46,781.75,168.76,827.80,162.86,453.21,
987.86,187.94,204.77,789.34,803.93,811.78,726.51,764.09,682.75,806.17,780.36,168.86,830.29,163.81,457.22,
988.25,188.09,204.63,789.93,805.62,811.23,732.18,764.70,685.65,807.87,783.20,169.31,829.73,162.58,459.15,
988.64,187.75,203.45,790.25,808.18,814.35,734.20,762.79,688.25,807.06,788.57,171.78,830.04,165.34,460.14,
989.03,187.61,202.17,790.75,812.59,817.07,734.75,766.11,687.14,806.43,790.19,171.93,829.39,164.93,460.34,
989.42,188.85,200.88,792.88,814.70,817.50,736.93,767.70,688.80,809.11,791.20,173.46,832.61,163.67,460.51,
989.81,187.86,200.16,795.05,817.97,820.77,736.90,766.54,689.38,815.18,791.70,173.60,833.07,163.54,461.82,
990.20,188.66,199.82,797.04,818.81,823.84,737.88,771.37,691.55,816.58,792.02,171.63,830.53,164.10,462.15,
990.59,192.45,203.86,798.75,816.57,823.26,739.15,771.46,691.80,818.24,794.85,171.56,837.74,165.15,463.43,
990.98,192.90,205.94,799.90,816.56,823.22,743.28,769.93,691.10,816.56,794.35,173.75,841.54,165.42,464.62,
991.37,191.38,202.15,799.77,820.75,824.62,743.43,771.60,695.38,814.68,796.45,175.36,842.85,165.70,464.50,
991.76,191.33,200.93,799.35,825.15,827.35,743.35,775.74,697.78,816.37,797.70,175.68,841.07,167.72,463.36,
992.15,192.68,202.22,800.14,825.21,830.12,747.27,777.25,699.85,815.40,801.23,175.24,844.29,167.33,467.11,
992.54,192.86,202.59,799.00,825.47,832.49,745.52,775.77,702.84,817.91,801.16,177.19,847.08,167.74,468.38,
992.93,192.34,198.21,800.86,830.25,836.66,743.70,776.82,704.70,817.96,799.26,177.11,848.41,168.56,468.55,
993.32,192.85,198.91,801.46,831.00,835.75,745.53,779.82,705.43,820.98,800.40,176.23,846.30,168.05,469.58,
993.71,193.72,201.26,801.93,828.97,837.30,748.89,776.97,708.32,819.61,804.01,177.86,848.74,168.50,470.65,
994.10,192.93,199.07,804.46,832.10,837.72,748.17,779.90,707.23,819.81,806.00,178.60,848.47,170.15,469.78,
994.49,192.48,198.51,807.11,834.75,836.26,746.80,785.50,708.61,820.17,807.11,177.91,848.32,170.12,468.89,
994.87,192.97,200.12,808.36,834.48,838.43,747.24,787.66,708.79,824.13,805.40,177.44,849.27,170.54,470.23,
995.26,193.04,203.17,809.79,834.40,839.71,749.95,788.07,708.44,824.26,807.37,176.15,849.84,170.60,470.04,
995.65,195.66,204.86,810.47,834.07,839.74,747.69,790.17,707.57,825.10,806.22,176.54,853.90,171.11,469.19,
996.04,196.19,205.64,811.03,834.55,839.16,749.25,788.44,707.29,823.94,804.12,177.28,856.22,172.21,469.38,
996.43,195.32,205.67,811.42,834.82,838.42,750.21,789.37,710.16,822.67,806.02,178.44,852.82,172.59,470.74,
996.82,194.58,203.36,811.24,837.16,838.47,750.63,789.72,711.10,823.10,808.61,178.76,852.09,175.03,470.41,
997.21,195.31,203.24,811.67,837.40,839.12,750.36,791.09,709.63,821.11,809.10,178.80,851.12,174.73,471.23,
997.60,195.80,204.38,811.66,835.95,836.37,750.51,789.46,709.05,821.71,808.31,179.67,852.29,172.76,471.58,
997.99,194.52,201.89,810.03,837.06,837.88,748.19,787.92,707.24,822.32,805.93,179.57,850.16,172.20,469.72,
998.38,194.56,201.38,809.52,835.59,835.59,748.94,788.66,706.02,822.76,804.70,177.31,846.02,171.49,469.34,
998.76,195.88,205.52,809.09,829.96,831.14,748.46,784.68,703.58,820.12,804.37,176.78,846.10,170.87,468.13,
999.15,194.13,204.98,806.74,828.05,828.05,748.61,781.94,699.02,816.42,804.41,177.66,844.32,170.69,468.46,
999.54,193.16,203.10,804.38,829.24,825.80,745.09,781.81,696.90,813.94,802.85,177.67,841.86,170.59,467.40,
999.93,192.90,203.69,801.49,826.48,824.21,742.43,779.53,694.35,812.85,799.98,176.43,839.73,169.61,465.30,
1000.32,192.87,204.72,798.57,823.04,821.91,744.01,775.99,692.83,811.37,799.33,175.75,838.09,167.66,465.15,
1000.71,192.53,204.92,795.66,819.68,819.68,739.74,772.02,690.95,808.80,797.16,175.83,836.19,167.39,462.76,
1001.09,192.28,201.29,792.78,816.06,819.07,735.70,769.12,688.38,805.55,792.03,174.82,832.59,167.49,461.17,
1001.48,191.08,201.08,789.99,812.25,814.13,735.28,765.09,687.37,803.19,789.99,173.73,827.71,166.18,460.26,
1001.87,189.75,198.88,787.16,807.69,811.12,733.92,759.40,685.25,798.19,789.06,173.97,824.81,166.18,458.99,
1002.26,188.26,196.91,783.80,806.11,808.42,731.12,757.27,682.66,793.80,785.73,173.07,821.50,165.76,456.13,
1002.65,187.92,197.09,781.35,803.20,803.98,724.76,755.59,679.48,791.89,783.30,172.31,818.42,164.31,453.51,
1003.03,186.01,196.74,778.23,799.69,802.08,722.19,753.19,676.48,791.35,779.82,170.91,815.19,163.16,451.12,
1003.42,185.49,196.04,775.23,796.33,802.01,718.81,751.68,675.38,789.43,776.44,169.05,811.75,162.96,449.71,
1003.81,186.82,199.50,773.88,791.33,799.23,714.44,750.19,672.88,788.01,774.71,168.32,813.36,163.75,448.45,
1004.20,186.25,200.74,773.14,788.49,795.73,714.32,745.86,669.57,782.94,770.58,168.99,812.35,163.66,446.24,
1004.59,184.26,198.27,769.88,788.27,792.64,712.99,744.06,670.53,780.39,770.76,169.82,810.15,163.47,444.25,
1004.97,184.31,196.68,768.73,788.98,793.93,711.57,744.87,671.51,780.43,769.18,169.23,809.68,164.50,442.42,
1005.36,184.52,198.18,768.17,787.16,794.10,711.68,746.41,671.86,779.28,770.02,168.78,807.99,163.68,442.20,
1005.75,184.84,197.71,766.05,785.58,796.54,710.79,744.61,672.20,780.82,768.91,170.55,807.50,162.93,441.62,
1006.14,184.13,193.92,764.91,787.93,799.19,706.15,741.90,672.85,781.07,765.40,170.42,807.03,163.80,440.73,
1006.52,183.96,193.78,763.02,786.68,797.75,707.66,746.41,672.43,783.16,763.53,168.36,804.80,162.32,441.41,
1006.91,183.49,198.99,762.37,785.11,794.42,709.65,742.21,674.50,782.01,765.47,169.79,805.27,161.78,441.92,
1007.30,181.85,197.75,763.43,786.76,794.71,710.42,744.88,673.31,779.87,768.74,170.98,805.85,162.76,441.10,
1007.69,181.80,198.38,764.15,790.78,792.41,710.35,748.93,674.48,780.46,770.13,170.93,807.09,162.50,441.32,
1008.07,181.95,199.75,764.51,791.78,794.00,709.43,751.71,673.82,783.99,770.08,171.10,807.91,160.53,442.35,
1008.46,181.65,202.15,764.17,792.07,798.91,715.20,752.78,674.77,786.38,771.57,170.83,810.30,160.01,441.88,
1008.85,184.20,204.27,765.30,791.49,799.06,710.01,752.50,675.68,788.00,769.96,171.10,814.77,160.92,442.30,
1009.23,184.90,204.78,766.89,791.22,795.97,712.28,750.86,674.89,787.07,767.48,171.54,816.75,161.75,441.61,
1009.62,183.90,203.86,768.26,793.67,794.28,716.85,749.51,679.34,786.41,770.08,172.71,815.45,159.70,442.81,
1010.01,182.96,201.45,765.74,796.54,795.93,718.30,746.64,681.34,785.45,773.13,173.42,816.26,162.33,443.55,
1010.40,184.11,200.74,767.19,798.55,799.18,717.63,749.62,679.99,783.50,775.34,173.14,816.12,163.41,445.38,
1010.78,184.94,201.52,769.10,797.16,797.80,718.09,749.97,680.46,786.96,773.57,174.10,816.30,161.66,445.14,
1011.17,182.37,197.60,769.66,800.76,801.40,713.94,748.28,680.25,789.09,771.60,173.30,815.66,160.99,444.43,
1011.56,182.90,197.38,773.06,800.03,799.37,715.16,750.69,681.60,791.48,771.74,171.06,813.85,162.51,445.41,
1011.94,185.45,204.80,774.51,795.19,794.52,713.80,750.49,679.11,789.85,771.84,170.44,817.20,163.11,446.96,
1012.33,184.93,202.84,776.21,795.82,791.76,715.36,745.79,674.12,787.03,774.86,173.09,816.11,164.30,447.61,
1012.72,184.30,198.69,776.26,798.87,792.02,715.29,748.17,674.86,786.54,776.26,174.03,818.06,164.43,445.34,
1013.10,185.59,198.42,775.66,801.33,790.92,712.53,749.99,672.98,788.15,774.97,172.41,819.37,165.82,446.11,
1013.49,186.22,198.87,775.80,798.29,794.77,714.66,749.80,669.69,791.96,776.50,172.17,818.67,164.79,446.93,
1013.87,188.31,200.06,771.76,795.25,795.96,712.67,745.42,669.95,793.12,775.32,173.72,820.17,165.17,444.97,
1014.26,189.00,195.84,771.86,795.62,798.50,708.50,743.06,671.06,789.14,770.42,172.80,817.94,165.60,445.69,
1014.65,187.85,195.86,771.80,795.10,795.10,710.64,743.40,673.50,789.27,769.61,170.74,811.84,163.82,447.79,
1015.03,187.06,193.69,771.09,792.44,796.13,711.43,736.47,673.13,788.02,774.03,172.33,811.59,164.60,449.25,
1015.42,186.53,189.88,767.71,795.26,797.49,709.62,737.18,671.65,785.58,775.15,172.38,810.15,166.05,446.77,
1015.81,186.53,190.30,767.95,793.52,793.52,706.27,741.62,667.91,785.25,774.72,171.87,808.57,163.59,446.78,
1016.19,184.02,189.34,767.25,792.35,793.11,704.90,742.16,666.88,788.54,770.29,171.09,806.03,161.97,445.60,
1016.58,184.00,190.53,765.97,790.55,794.39,706.04,742.15,667.63,789.01,771.34,169.40,803.61,161.72,442.52,
1016.96,188.22,196.37,762.96,785.47,790.12,701.64,739.67,665.16,786.24,767.61,168.42,807.20,162.22,443.96,
1017.35,187.84,198.43,763.14,784.32,787.46,703.53,737.26,659.61,780.40,761.57,169.02,809.42,161.18,443.92,
1017.73,185.04,194.94,763.13,786.11,786.90,706.07,736.98,665.66,779.77,767.09,171.17,807.50,160.87,442.98,
1018.12,184.51,192.92,762.88,789.29,789.29,704.44,738.86,668.42,777.28,763.68,170.51,808.50,164.10,440.27,
1018.51,185.92,195.62,761.48,788.16,789.77,706.51,742.08,669.33,772.80,763.91,168.54,805.94,162.89,442.18,
1018.89,186.70,196.10,760.70,786.03,795.02,706.77,740.27,668.37,777.04,763.15,171.18,806.45,160.56,443.67,
1019.28,185.87,192.06,761.63,791.31,800.38,704.76,738.55,670.96,775.65,760.81,170.63,805.32,160.32,442.64,
1019.66,185.36,192.01,765.54,787.98,797.13,704.03,743.10,670.78,779.67,758.06,166.66,799.62,159.59,442.20,
1020.05,185.22,194.44,766.04,781.96,789.50,706.53,735.86,669.65,776.93,761.01,166.37,802.08,159.66,442.52,
