Date,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,
Time,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,16:45:00,16:50:00,16:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,200,200,200,200,200,200,200,
Sensor Temp.(deg),25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
902.48,274.38,279.81,276.85,287.95,214.91,229.22,206.28,208.00,
902.88,277.60,281.79,279.57,291.89,217.69,231.99,207.58,209.31,
903.28,279.81,284.24,283.50,294.59,219.22,235.47,210.10,212.81,
903.68,281.30,285.98,282.78,297.30,220.51,236.02,211.65,215.59,
904.08,283.01,288.17,283.26,298.01,220.56,235.55,211.70,216.62,
904.48,283.07,288.72,282.83,299.29,220.41,235.40,210.09,216.48,
904.88,282.39,288.03,282.88,299.33,221.73,234.01,210.68,216.33,
905.28,280.98,285.89,281.23,296.93,220.86,233.13,209.57,213.99,
905.68,279.44,283.85,278.46,293.90,219.63,232.37,207.62,210.07,
906.07,276.91,280.83,275.20,290.62,217.66,229.90,204.69,208.11,
906.47,273.00,276.67,273.98,286.45,215.76,228.72,203.28,206.22,
906.87,268.40,273.05,270.36,282.34,211.94,225.14,200.20,202.40,
907.27,265.16,270.53,267.84,277.61,207.78,222.43,198.50,198.99,
907.67,261.13,267.95,264.05,274.78,203.34,219.92,196.76,197.25,
908.07,259.35,263.73,261.06,273.23,200.18,216.73,194.57,194.57,
908.47,256.48,259.40,258.42,269.85,197.65,214.91,192.54,192.06,
908.87,253.63,255.33,254.36,267.95,195.87,211.64,190.53,190.28,
909.27,251.15,253.34,250.67,264.97,194.18,207.76,188.12,189.09,
909.67,248.74,250.44,249.95,262.06,193.03,204.90,184.56,186.74,
910.07,246.38,248.80,248.07,259.45,192.65,203.06,183.69,184.66,
910.47,243.42,247.28,247.28,256.47,191.69,202.08,184.44,182.98,
910.87,242.68,247.27,246.07,255.72,188.35,201.87,183.28,182.32,
911.27,242.22,245.84,244.88,255.49,187.94,201.69,181.67,181.43,
911.66,241.82,245.19,245.68,254.11,187.57,202.52,182.75,182.27,
912.06,240.81,245.88,243.47,254.55,187.06,201.28,182.00,182.96,
912.46,241.58,246.87,243.26,253.38,185.94,199.19,180.64,182.33,
912.86,242.06,247.36,242.54,252.41,186.00,198.99,178.78,182.39,
913.26,241.13,246.90,241.13,251.95,187.28,197.14,179.35,181.99,
913.66,240.40,245.68,239.92,251.45,186.84,196.69,178.20,180.12,
914.06,240.24,244.08,239.28,250.80,186.96,196.08,176.88,178.08,
914.46,239.32,243.16,238.60,249.63,186.80,195.44,176.01,178.41,
914.85,238.82,243.13,239.30,248.41,187.02,196.38,175.99,178.15,
915.25,239.19,243.51,239.67,248.30,186.70,196.29,175.20,178.56,
915.65,240.29,245.55,241.48,247.94,186.92,198.16,177.10,178.78,
916.05,241.60,248.53,243.51,250.21,186.58,200.93,179.88,181.56,
916.45,244.97,249.51,244.97,254.05,187.85,203.38,182.11,183.55,
916.85,247.82,251.40,248.77,257.85,190.76,206.28,184.55,185.27,
917.25,250.88,254.21,250.40,262.56,194.12,208.90,187.44,187.92,
917.64,253.57,257.86,252.62,265.72,196.61,210.43,189.22,191.13,
918.04,256.67,260.00,256.43,268.33,198.81,212.14,190.00,193.33,
918.44,258.98,263.03,259.70,271.84,202.81,214.23,193.05,195.43,
918.84,259.76,264.76,262.62,274.05,205.24,217.14,197.14,197.38,
919.24,261.96,268.15,265.29,277.67,205.28,221.23,199.80,199.32,
919.64,264.97,269.50,267.59,280.22,207.31,223.75,201.59,200.87,
920.03,266.88,272.13,271.41,281.67,209.16,227.05,205.11,204.15,
920.43,268.55,274.75,270.93,284.30,211.73,228.44,206.01,206.24,
920.83,271.28,277.25,272.47,284.89,212.05,229.01,207.04,207.52,
921.23,271.91,278.84,273.58,285.77,212.65,229.85,208.11,208.11,
921.63,272.15,279.09,273.59,287.94,214.76,228.87,209.02,208.06,
922.02,271.82,277.08,271.82,288.07,214.44,228.55,207.51,207.27,
922.42,271.62,275.92,271.14,287.64,214.24,227.15,205.63,204.67,
922.82,269.45,274.23,269.45,285.24,214.17,225.66,203.64,203.88,
923.22,267.08,271.63,268.04,282.17,212.95,224.68,201.69,202.65,
923.62,264.70,270.45,266.61,279.08,211.23,222.74,198.76,200.92,
924.01,261.96,267.72,265.08,274.92,209.19,220.94,197.91,197.67,
924.41,257.99,265.91,261.83,271.43,204.71,218.39,196.07,196.31,
924.81,255.82,261.82,257.26,269.26,200.63,215.51,192.23,192.95,
925.21,252.73,256.09,253.93,264.73,197.77,211.69,188.17,189.13,
925.60,247.50,251.10,247.74,259.74,193.97,205.97,183.88,185.57,
926.00,242.14,245.74,241.66,253.66,189.11,198.95,177.83,181.67,
926.40,235.83,239.19,236.31,246.87,182.81,192.17,171.06,176.09,
926.80,227.48,232.52,229.88,239.96,178.77,185.01,166.29,170.37,
927.19,218.17,223.69,222.01,231.13,172.57,178.33,161.29,164.17,
927.59,210.12,215.64,213.00,222.85,163.29,172.18,154.89,157.05,
927.99,201.34,205.91,204.46,212.88,156.59,164.77,147.93,149.62,
928.39,191.88,195.74,196.22,202.01,149.46,158.38,142.47,143.43,
928.78,181.83,185.70,184.25,191.74,141.02,149.48,135.23,136.44,
929.18,173.09,175.75,174.30,179.13,131.75,139.25,127.40,127.88,
929.58,162.05,164.71,163.50,168.34,123.05,130.32,119.66,119.90,
929.98,150.91,153.58,151.40,158.19,115.73,120.10,112.09,112.09,
930.37,140.95,140.95,139.73,147.51,106.93,111.79,103.53,103.28,
930.77,131.05,130.07,128.85,136.89,99.38,102.79,94.75,93.05,
931.17,121.08,120.35,118.64,126.69,92.76,94.23,86.42,86.42,
931.56,111.60,109.89,109.40,116.50,85.66,88.35,78.81,80.03,
931.96,102.92,102.18,100.95,107.34,79.09,81.30,72.46,72.71,
932.36,95.22,94.73,94.48,97.69,73.26,76.23,67.84,66.36,
932.75,87.92,89.41,88.17,91.63,66.37,71.57,63.90,62.91,
933.15,84.08,83.34,81.84,86.32,61.69,68.16,59.45,58.21,
933.55,80.01,77.76,78.76,81.51,58.76,64.51,56.26,54.51,
933.94,76.14,74.13,73.37,78.15,56.29,60.81,52.77,51.51,
934.34,73.46,72.20,69.42,74.72,54.02,56.55,49.48,49.73,
934.74,71.84,70.31,68.03,72.09,52.04,54.32,45.69,47.21,
935.13,69.98,69.98,67.68,71.76,53.12,52.35,45.71,46.23,
935.53,68.31,69.59,67.28,71.14,53.42,52.65,45.97,45.71,
935.93,70.82,71.33,68.49,72.63,52.21,54.79,47.30,45.49,
936.32,72.89,72.63,70.81,74.20,54.67,56.75,48.42,46.34,
936.72,75.28,75.01,75.54,75.80,56.92,60.06,52.72,50.10,
937.12,77.99,78.25,76.93,79.05,58.69,62.13,55.25,53.40,
937.51,82.87,83.40,81.00,80.74,61.29,63.68,58.89,55.16,
937.91,85.60,87.48,84.26,84.53,63.06,66.55,61.99,58.77,
938.31,88.92,90.27,87.02,89.19,66.48,68.11,65.94,61.35,
938.70,92.60,91.24,89.06,93.15,69.18,71.36,67.00,62.64,
939.10,96.08,93.06,90.87,96.36,71.93,72.20,68.08,63.42,
939.49,97.58,95.65,92.05,98.14,74.36,74.09,69.11,65.79,
939.89,99.61,96.83,94.88,99.05,75.68,75.96,69.84,68.17,
940.29,100.28,98.60,96.64,100.84,76.75,77.03,70.03,69.19,
940.68,101.16,99.75,98.62,100.31,77.49,78.90,72.13,69.60,
941.08,100.85,102.27,98.58,102.27,75.07,80.74,73.37,71.39,
941.47,103.11,101.69,98.84,103.40,73.49,82.32,73.49,71.78,
941.87,102.86,100.86,100.29,102.86,73.92,82.81,72.78,72.49,
942.27,101.29,99.85,97.84,103.31,73.95,81.44,72.23,72.23,
942.66,100.74,99.59,95.26,101.61,72.16,78.23,70.14,71.87,
943.06,99.64,98.19,94.43,99.93,70.96,76.47,66.91,69.81,
943.45,97.26,96.67,93.48,100.45,71.42,74.03,66.48,68.51,
943.85,93.93,94.22,92.18,98.00,70.67,73.57,66.88,67.18,
944.24,93.75,94.62,91.13,97.53,67.84,73.95,65.51,65.80,
944.64,93.47,93.47,90.56,96.09,68.14,73.38,64.35,64.93,
945.04,92.53,93.11,92.23,94.27,68.67,75.36,65.76,65.76,
945.43,92.74,94.19,91.58,93.90,68.32,74.71,65.70,66.57,
945.83,94.68,95.84,93.23,92.94,67.67,74.35,66.22,65.93,
946.22,95.68,97.42,93.94,94.52,67.26,74.80,68.42,66.97,
946.62,96.04,97.78,94.30,97.20,68.56,74.34,70.01,67.98,
947.01,97.86,96.71,95.26,98.73,70.15,75.35,70.15,68.42,
947.41,99.38,97.93,94.77,101.10,72.30,75.47,70.57,67.40,
947.80,99.59,98.73,94.42,102.17,74.04,75.19,70.89,68.30,
948.20,100.44,99.01,96.43,102.16,75.26,76.69,70.39,68.96,
948.59,100.42,101.28,98.14,102.70,76.74,77.03,71.04,69.32,
948.99,100.30,102.58,99.45,102.58,77.57,78.99,73.31,69.90,
949.38,100.53,105.06,100.24,103.92,75.32,81.55,74.19,71.36,
949.78,103.06,106.17,101.09,105.61,75.39,83.30,73.70,72.29,
950.17,105.29,105.86,103.89,106.14,76.86,85.02,74.89,72.92,
950.57,105.30,106.99,103.06,108.11,78.06,85.37,76.10,74.13,
950.96,107.23,108.91,103.59,108.63,78.11,84.55,75.87,75.87,
951.36,108.31,109.42,105.24,109.98,79.28,85.14,74.81,76.21,
951.75,107.69,110.19,106.58,111.31,81.81,84.59,76.24,76.80,
952.15,106.02,110.18,107.13,111.57,82.98,86.03,76.88,76.88,
952.54,108.57,111.62,108.57,112.45,83.37,88.07,76.72,77.00,
952.94,109.73,111.67,109.18,112.50,85.13,89.00,77.12,77.12,
953.33,110.01,111.94,112.22,112.77,86.30,91.26,79.41,78.86,
953.73,110.86,113.61,113.06,113.06,85.82,91.60,80.32,80.87,
954.12,113.85,115.77,115.77,113.58,86.42,92.18,82.30,81.75,
954.51,114.93,117.39,117.67,116.30,87.57,93.31,84.01,82.91,
954.91,117.38,118.20,119.29,119.56,89.26,93.90,85.44,83.80,
955.30,120.14,118.24,120.96,122.05,90.99,95.90,86.64,85.00,
955.70,122.63,119.64,121.54,125.62,93.54,96.80,87.01,84.02,
956.09,123.14,120.70,122.06,127.21,95.48,97.92,87.88,85.71,
956.49,124.19,121.22,124.19,127.71,96.05,99.57,87.66,87.12,
956.88,124.71,123.09,125.79,129.30,97.72,99.61,88.27,86.92,
957.27,124.38,124.65,127.61,130.04,99.34,101.50,91.00,87.77,
957.67,126.50,127.57,128.38,132.94,97.76,104.74,92.93,90.24,
958.06,130.46,129.39,130.46,135.29,99.12,106.89,94.30,91.89,
958.46,132.05,130.45,133.93,137.13,101.05,109.33,97.04,93.83,
958.85,133.67,132.87,134.21,139.81,103.26,111.26,98.72,96.59,
959.24,137.53,136.46,136.20,141.26,104.48,111.68,99.95,98.88,
959.64,140.24,138.91,138.11,144.23,106.44,113.10,100.85,100.06,
960.03,141.73,141.46,140.40,147.31,110.09,114.34,102.91,101.58,
960.42,141.94,143.54,142.21,148.85,111.11,116.96,104.73,103.67,
960.82,145.91,146.70,144.58,151.75,113.48,120.13,106.57,105.77,
961.21,147.90,148.16,147.36,154.00,116.30,121.87,107.80,107.80,
961.61,150.19,149.66,150.19,155.50,118.35,125.25,111.18,111.45,
962.00,152.72,153.51,152.98,157.49,120.11,127.00,112.95,114.27,
962.39,157.47,158.00,157.21,160.39,122.48,129.37,116.38,116.65,
962.79,160.18,162.30,160.45,164.43,123.32,132.60,119.87,119.87,
963.18,164.87,165.93,163.27,169.11,125.31,134.60,122.92,122.92,
963.57,169.54,169.01,167.68,173.26,129.68,137.92,124.63,125.16,
963.97,173.64,172.04,170.71,179.49,133.49,140.93,127.10,127.37,
964.36,177.34,177.07,173.62,183.72,137.46,143.84,129.22,131.08,
964.75,180.97,180.71,178.58,187.62,139.78,147.75,130.75,134.20,
965.15,184.25,186.64,184.25,192.21,145.49,151.06,134.07,136.73,
965.54,187.37,191.62,190.29,196.66,149.15,156.58,138.01,140.13,
965.93,192.06,198.42,194.44,203.20,150.14,162.35,142.98,145.10,
966.32,198.80,203.04,199.86,209.67,154.53,167.79,146.85,147.91,
966.72,204.25,207.69,207.43,215.37,158.68,172.46,151.53,152.33,
967.11,208.91,213.94,210.24,221.62,162.84,177.40,156.22,157.01,
967.50,215.74,220.24,216.01,226.33,166.24,180.54,159.89,160.95,
967.90,220.32,225.62,221.38,231.71,170.01,184.04,162.86,163.92,
968.29,224.53,230.62,226.38,237.50,175.81,186.40,167.60,167.60,
968.68,227.25,233.87,230.16,241.55,179.31,190.44,171.37,170.57,
969.07,232.11,238.21,234.23,246.42,182.83,195.02,173.56,171.97,
969.47,234.76,240.59,237.15,249.60,186.01,197.40,175.41,174.62,
969.86,237.35,242.65,240.27,250.61,188.29,200.75,179.01,177.15,
970.25,238.39,244.50,242.38,251.67,188.75,202.29,180.52,178.93,
970.64,241.08,246.93,244.27,252.78,189.25,202.80,182.07,179.95,
971.04,241.13,247.26,244.33,253.38,187.11,203.08,183.11,181.78,
971.43,242.09,246.62,243.42,254.62,187.17,201.83,183.43,182.10,
971.82,241.95,244.62,244.09,253.97,187.74,201.89,181.87,180.80,
972.21,241.66,243.53,242.46,254.51,187.60,200.18,180.64,180.11,
972.61,240.04,242.45,240.04,252.64,186.13,199.27,179.43,179.69,
973.00,238.11,239.72,239.72,249.93,185.17,198.60,176.03,178.99,
973.39,236.11,239.61,240.15,249.03,185.77,196.80,174.73,176.88,
973.78,234.13,238.72,239.53,247.62,185.31,196.37,174.25,176.14,
974.17,232.65,238.87,238.06,246.97,181.58,197.53,174.02,176.72,
974.57,233.90,237.95,238.22,247.15,181.44,198.20,173.06,175.76,
974.96,234.38,236.82,240.06,247.64,181.60,198.92,174.84,177.00,
975.35,234.54,236.71,237.79,246.73,181.46,198.79,175.50,177.94,
975.74,235.18,238.70,238.70,246.56,180.99,197.79,175.30,178.82,
976.13,236.23,240.29,239.75,247.89,181.71,197.71,175.47,179.54,
976.53,236.69,242.66,241.30,250.53,184.03,196.79,177.79,180.23,
976.92,236.40,243.20,241.84,251.62,185.59,199.18,179.07,180.70,
977.31,239.01,246.36,243.64,254.79,187.62,202.03,180.55,179.74,
977.70,241.28,247.80,245.63,256.78,191.23,204.01,182.25,181.43,
978.09,243.24,248.95,248.41,257.66,193.18,207.05,185.02,183.66,
978.48,245.28,252.08,250.45,259.43,195.46,208.80,186.48,186.20,
978.87,249.58,257.21,253.94,262.11,197.54,210.62,190.73,188.00,
979.27,252.27,259.90,256.36,266.45,197.72,213.27,193.91,191.72,
979.66,255.23,261.23,257.68,269.97,199.00,215.65,196.81,194.08,
980.05,258.07,262.45,261.08,273.38,202.58,217.89,198.20,195.74,
980.44,261.98,265.27,262.53,278.15,205.53,219.50,199.77,197.31,
980.83,263.97,267.82,263.42,280.18,207.94,220.85,201.35,200.25,
981.22,266.17,269.75,267.27,283.53,209.96,223.46,201.14,202.24,
981.61,268.86,274.39,270.80,287.10,213.60,224.38,203.38,203.65,
982.00,269.44,276.65,273.87,289.12,215.94,227.58,206.51,205.68,
982.39,272.52,279.75,275.86,292.82,216.35,232.75,208.84,209.12,
982.79,277.02,282.60,278.70,296.53,218.78,235.78,210.97,210.69,
983.18,280.76,284.11,283.83,298.08,221.25,238.29,213.71,215.39,
983.57,283.30,286.66,283.86,300.38,223.68,239.63,215.56,218.36,
983.96,287.07,290.71,286.51,302.49,224.55,240.53,217.54,221.19,
984.35,289.92,293.28,289.35,305.63,226.21,241.64,219.19,222.84,
984.74,290.72,295.21,291.84,308.69,228.64,241.84,221.90,224.71,
985.13,290.66,297.40,293.19,310.05,231.06,244.84,223.47,226.57,
985.52,293.38,301.26,295.63,314.76,233.75,247.25,224.75,226.43,
985.91,294.81,302.69,298.47,315.91,235.74,248.11,225.61,227.58,
986.30,295.48,303.07,300.26,316.29,237.00,250.78,227.73,229.97,
986.69,296.14,305.13,301.20,316.65,238.26,251.47,228.99,232.36,
987.08,298.89,308.16,304.50,318.27,239.33,252.82,231.47,233.43,
987.47,299.05,309.16,305.79,320.11,238.12,254.69,232.22,236.15,
987.86,301.54,309.12,306.03,322.30,238.43,256.66,233.94,237.59,
988.25,303.58,310.03,308.91,323.48,241.07,257.61,234.34,237.71,
988.64,305.73,310.78,309.37,327.03,243.24,258.09,234.27,238.76,
989.03,306.05,311.37,308.85,327.61,243.33,257.89,235.21,240.25,
989.42,306.63,311.11,310.83,328.45,242.56,260.75,234.17,240.89,
989.81,306.39,313.10,313.10,329.59,245.73,260.26,234.27,240.70,
990.20,304.75,314.24,313.68,329.87,246.15,261.77,235.54,240.84,
990.59,306.08,315.27,314.99,331.42,244.53,264.02,236.17,241.18,
990.98,309.19,315.30,316.13,332.51,245.91,265.62,237.31,240.08,
991.37,310.68,314.82,319.24,332.50,247.17,266.50,238.60,242.19,
991.76,311.83,315.68,316.77,332.70,247.05,266.81,239.36,244.31,
992.15,314.22,318.04,318.58,332.21,246.64,266.80,240.10,245.00,
992.54,315.76,319.28,320.90,333.86,246.88,267.68,240.40,244.99,
992.93,315.75,320.56,321.63,335.52,248.70,266.06,241.49,245.50,
993.32,315.25,320.53,322.11,334.78,249.56,267.50,242.44,245.34,
993.71,317.50,322.96,322.44,336.74,251.45,267.31,242.61,243.39,
994.10,317.79,322.40,322.65,338.01,252.03,267.64,242.82,244.36,
994.49,318.12,321.89,323.14,336.71,253.04,269.12,243.99,245.75,
994.87,317.68,323.10,323.34,336.90,253.11,269.37,243.74,245.71,
995.26,319.23,325.51,324.78,338.05,253.84,269.04,245.64,245.88,
995.65,320.27,325.93,324.75,338.92,252.06,270.00,246.87,248.05,
996.04,321.83,325.29,324.60,340.27,252.44,271.34,246.91,248.29,
996.43,323.35,325.38,325.60,340.90,253.37,271.37,246.40,248.87,
996.82,323.71,325.24,323.93,342.37,253.87,270.78,246.18,249.48,
997.21,323.51,325.01,322.65,341.74,253.84,270.34,246.12,249.76,
997.60,323.11,325.63,323.32,341.96,253.59,270.76,244.59,248.98,
997.99,322.09,326.18,323.52,342.56,254.93,269.05,244.89,247.96,
998.38,320.12,325.73,322.32,340.98,254.93,268.97,244.90,247.51,
998.76,319.31,325.21,321.67,340.57,252.77,269.89,244.50,246.47,
999.15,319.09,323.93,320.64,340.40,252.44,269.88,243.73,245.47,
999.54,318.42,322.06,320.72,338.89,251.49,269.27,243.84,246.13,
999.93,316.89,320.86,318.21,336.38,250.25,268.24,243.06,245.52,
1000.32,317.06,320.82,317.62,335.69,248.75,267.01,242.55,244.24,
1000.71,316.20,320.33,317.33,335.15,247.89,265.72,241.89,243.76,
1001.09,314.52,319.21,316.21,334.42,246.73,263.45,241.66,242.79,
1001.48,312.18,317.84,315.58,331.99,246.16,263.14,240.32,240.69,
1001.87,312.20,317.91,314.10,331.98,245.65,261.82,239.57,238.24,
1002.26,309.79,316.52,312.29,329.79,244.79,260.56,238.64,237.49,
1002.65,308.32,314.37,311.45,327.25,243.93,260.51,237.68,236.90,
1003.03,306.44,313.60,311.01,325.72,243.25,259.34,236.29,236.29,
1003.42,306.23,312.32,310.70,324.70,242.71,258.54,236.83,235.41,
1003.81,304.65,311.50,310.26,324.18,240.02,258.31,236.28,236.07,
1004.20,305.38,310.07,308.79,323.92,238.68,258.50,235.69,235.27,
1004.59,305.72,309.00,309.22,323.23,238.76,258.01,235.04,235.04,
1004.97,306.27,308.75,307.85,324.28,239.89,257.22,235.39,235.16,
1005.36,306.53,308.61,306.99,323.66,239.16,256.52,234.06,236.15,
1005.75,306.56,309.42,307.52,323.00,238.91,256.30,232.24,235.58,
1006.14,305.08,310.47,308.51,322.47,240.20,254.15,232.12,235.55,
1006.52,302.99,310.80,307.52,321.37,240.08,254.68,232.78,235.05,
1006.91,302.88,310.63,307.02,320.71,239.05,256.62,232.07,233.88,
1007.30,303.78,310.41,306.17,321.28,239.63,257.13,232.21,234.07,
1007.69,304.08,308.43,307.89,321.20,240.77,258.16,233.70,236.15,
1008.07,304.36,308.53,306.03,321.05,240.65,258.18,233.14,237.59,
1008.46,306.35,309.77,307.49,320.59,239.73,257.95,233.18,238.31,
1008.85,307.28,311.36,308.45,321.25,238.32,257.82,235.12,238.90,
1009.23,306.87,311.92,308.36,321.71,237.72,256.42,235.05,239.21,
1009.62,305.79,310.63,308.21,320.92,238.34,257.70,234.71,238.34,
1010.01,306.79,313.87,308.02,323.42,239.95,257.51,234.40,236.25,
1010.40,306.44,313.65,307.06,323.69,241.20,257.51,233.98,237.12,
1010.78,305.47,312.17,307.71,323.65,240.11,258.28,231.18,237.87,
1011.17,304.17,313.56,308.38,323.61,241.98,258.17,231.61,236.79,
1011.56,304.62,313.17,309.22,324.35,242.11,257.90,233.56,236.19,
1011.94,304.20,312.20,308.20,325.55,238.49,259.50,233.82,237.82,
1012.33,306.29,310.69,308.32,326.58,239.02,260.99,233.95,237.33,
1012.72,307.63,309.68,310.03,327.15,240.83,260.70,234.32,238.43,
1013.10,307.70,309.08,308.39,329.90,241.09,259.13,233.81,239.01,
1013.49,308.49,309.55,308.14,328.17,239.98,258.60,233.30,239.98,
1013.87,308.63,311.84,309.34,328.21,240.28,258.08,231.74,239.22,
1014.26,306.73,313.21,308.89,329.05,243.01,255.25,232.93,237.61,
1014.65,303.62,312.72,307.63,328.01,243.19,255.57,232.27,236.64,
1015.03,303.43,312.63,307.11,327.36,242.67,257.77,231.62,234.20,
1015.42,304.92,312.74,306.41,328.38,243.49,258.01,231.21,233.07,
1015.81,305.37,308.76,306.88,326.81,243.32,257.24,231.29,233.92,
1016.19,304.54,308.35,306.06,325.07,241.81,256.64,230.78,234.97,
1016.58,306.92,309.61,306.92,323.06,241.24,255.45,233.17,233.94,
1016.96,306.97,309.68,306.58,322.88,238.28,254.58,234.01,235.56,
1017.35,306.67,309.41,305.88,324.32,237.65,252.94,234.12,235.69,
1017.73,304.30,309.85,306.28,321.73,238.53,254.77,233.38,234.17,
1018.12,305.79,312.59,304.99,324.60,238.95,253.76,232.54,230.94,
1018.51,304.75,311.22,303.14,324.15,240.08,252.61,231.60,233.21,
1018.89,303.95,310.49,303.14,322.75,239.81,254.52,228.78,233.28,
1019.28,301.69,311.17,303.75,321.47,240.28,252.23,227.50,231.21,
1019.66,300.48,309.62,304.22,322.51,239.80,252.69,229.41,229.83,
1020.05,299.63,307.17,303.40,322.67,235.51,253.95,229.22,232.16,
1020.43,301.69,305.92,303.80,323.66,235.35,255.63,227.75,231.55,
1020.82,303.44,304.72,306.42,323.47,236.53,254.43,229.71,232.69,
1021.20,304.60,305.89,304.17,325.22,236.72,253.47,230.27,233.71,
1021.59,304.23,305.96,305.53,323.73,236.19,252.22,230.55,234.89,
1021.97,303.03,307.84,305.65,323.99,236.66,251.51,229.24,234.04,
1022.36,301.12,308.59,305.52,324.86,239.58,249.25,230.79,232.98,
1022.74,297.05,308.56,304.58,322.73,239.94,251.01,229.76,231.09,
1023.13,296.75,309.23,305.22,323.04,238.83,254.42,229.02,227.69,
1023.51,299.60,308.12,304.09,322.93,240.40,254.30,227.84,226.95,
1023.90,299.07,303.58,304.49,321.66,239.89,255.25,229.95,229.95,
1024.28,298.80,302.90,304.72,319.27,238.32,255.60,229.22,230.58,
1024.67,300.52,304.18,304.63,319.27,237.40,252.95,230.53,229.16,
1025.05,300.63,305.69,303.85,320.43,236.18,252.29,231.57,231.11,
1025.44,300.70,303.94,303.94,319.70,233.98,250.20,232.59,231.66,
1025.82,300.87,305.07,305.54,316.73,235.57,252.83,232.30,229.04,
1026.21,301.96,307.12,302.89,320.74,237.15,251.71,231.98,226.35,
1026.59,300.61,307.24,300.61,320.02,238.59,250.43,231.02,228.18,
1026.97,298.72,302.54,301.11,318.29,238.12,253.39,227.14,228.58,
1027.36,296.51,304.68,300.84,319.10,240.29,252.78,227.79,227.79,
1027.74,293.57,303.74,300.84,319.24,239.31,253.36,228.65,226.23,
1028.13,293.18,301.48,300.02,319.56,234.05,254.09,229.65,228.19,
1028.51,295.04,299.47,300.46,321.15,232.98,254.16,229.53,228.05,
1028.89,295.97,297.46,302.92,320.80,236.88,254.26,231.91,230.42,
1029.28,296.73,297.73,299.73,320.78,237.58,252.62,232.07,230.56,
1029.66,297.11,297.62,301.15,319.34,235.97,250.62,230.41,231.93,
1030.05,296.12,300.20,301.73,319.57,234.96,250.25,230.37,228.84,
1030.43,294.16,302.39,300.85,319.36,237.08,247.88,231.94,228.34,
1030.81,289.92,300.29,301.84,316.37,236.50,248.43,231.83,227.16,
1031.20,289.81,301.32,299.75,318.06,234.88,250.58,231.22,224.42,
1031.58,290.36,301.97,297.22,319.39,237.04,250.76,229.64,223.84,
1031.96,292.65,296.38,297.44,316.63,237.21,253.20,231.35,227.08,
1032.35,291.36,295.12,296.73,312.83,236.10,251.66,228.58,226.97,
1032.73,294.48,297.18,296.10,310.15,233.96,249.09,230.72,226.40,
1033.11,294.58,296.76,296.76,310.37,229.79,247.75,231.42,228.15,
1033.50,296.66,295.56,295.56,310.37,228.66,245.66,230.86,229.21,
1033.88,295.22,295.22,297.98,307.36,230.66,246.66,229.00,228.45,
1034.26,296.95,299.74,294.17,311.41,233.00,246.35,228.56,224.66,
1034.65,295.03,300.06,290.55,309.58,231.21,243.52,226.73,227.29,
1035.03,293.87,296.69,291.62,309.07,229.13,245.46,222.94,227.44,
1035.41,291.14,297.37,292.27,308.69,232.23,242.99,223.17,225.43,
1035.79,289.16,297.15,290.88,309.13,232.13,243.54,224.15,224.72,
1036.18,288.04,295.50,290.33,309.27,226.07,246.15,223.20,226.64,
1036.56,290.28,293.75,289.12,311.68,227.25,249.80,220.89,226.10,
1036.94,293.38,293.38,293.38,310.30,230.39,250.22,223.97,228.06,
1037.32,293.75,294.34,290.23,310.20,229.72,250.87,225.60,230.30,
1037.71,292.02,294.97,292.61,309.16,226.99,248.27,222.26,231.13,
1038.09,290.74,297.29,293.12,309.80,226.99,247.25,223.41,229.97,
1038.47,287.74,299.75,293.75,311.77,228.27,243.29,226.47,229.47,
1038.85,283.24,298.98,292.93,308.66,227.56,245.72,224.54,226.96,
1039.24,282.80,299.29,293.79,310.90,225.38,249.21,223.55,221.72,
1039.62,284.63,300.69,290.81,312.42,227.21,250.67,223.51,221.04,
1040.00,285.46,294.19,292.32,307.27,226.87,252.43,221.89,224.38,
1040.38,282.95,293.01,291.12,304.32,226.36,252.14,219.44,225.10,
1040.76,286.04,294.94,291.76,304.47,224.38,249.17,221.84,223.75,
1041.15,285.90,296.17,291.68,305.17,220.36,249.28,224.22,228.07,
1041.53,287.59,294.08,290.18,304.47,219.42,246.69,223.97,228.51,
1041.91,285.49,293.37,293.37,301.90,221.83,248.08,225.11,227.08,
1042.29,288.00,299.28,289.33,307.24,223.63,246.86,224.96,222.30,
1042.67,285.75,297.13,287.76,304.49,223.52,242.92,222.85,224.86,
1043.05,281.69,291.83,288.45,303.31,220.90,241.84,216.17,222.92,
1043.44,279.98,294.32,290.23,302.52,225.35,238.33,217.16,220.57,
1043.82,277.05,293.59,288.77,303.93,223.98,238.46,215.71,217.78,
1044.20,275.32,290.62,286.45,302.44,220.40,242.64,213.44,217.61,
