Date,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,
Time,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),1000,1000,2000,2000,2000,1000,
Sensor Temp.(deg),24.6,24.5,24.5,24.5,24.5,24.5,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
487.88,59.45,90.87,50.86,55.04,51.27,102.81,
488.30,59.58,91.03,51.00,55.23,51.34,103.31,
488.72,59.52,91.38,51.09,55.34,51.41,103.24,
489.14,59.54,91.87,51.33,55.44,51.65,103.11,
489.56,59.82,92.35,51.66,55.65,51.98,103.54,
489.98,60.18,92.66,52.02,55.99,52.30,104.03,
490.40,60.14,93.04,52.18,56.26,52.38,104.39,
490.82,60.32,93.50,52.44,56.66,52.64,104.87,
491.24,60.66,93.61,52.52,56.99,52.85,105.27,
491.66,60.33,93.81,52.57,57.01,52.94,105.30,
492.08,60.33,94.26,52.76,57.25,53.22,105.76,
492.50,60.73,94.58,53.10,57.49,53.39,106.08,
492.92,60.72,94.62,53.09,57.44,53.39,105.86,
493.34,60.73,94.58,53.12,57.48,53.46,106.04,
493.76,60.49,94.67,53.28,57.64,53.45,106.55,
494.18,60.42,94.79,53.29,57.58,53.39,106.54,
494.60,60.08,94.69,53.26,57.49,53.34,106.21,
495.02,59.92,94.80,53.27,57.48,53.40,106.14,
495.44,59.99,94.76,53.38,57.60,53.51,106.28,
495.86,59.81,94.59,53.33,57.66,53.31,106.31,
496.28,59.48,94.69,53.27,57.71,53.29,106.18,
496.70,59.49,94.43,53.21,57.76,53.38,106.22,
497.12,59.15,94.33,52.98,57.46,53.20,106.00,
497.54,58.80,94.40,52.84,57.20,53.13,105.68,
497.95,58.72,94.10,52.79,56.97,53.04,105.34,
498.37,58.37,93.76,52.60,56.66,52.74,104.78,
498.79,57.92,93.21,52.33,56.32,52.50,104.24,
499.21,57.48,92.64,52.26,56.18,52.26,104.14,
499.63,57.02,92.28,51.97,55.97,51.87,103.59,
500.05,56.64,91.66,51.52,55.44,51.56,102.58,
500.47,56.16,91.23,51.22,55.17,51.39,101.79,
500.89,56.14,91.00,51.18,55.10,51.35,101.64,
501.31,55.90,90.76,51.10,54.96,51.05,101.53,
501.73,55.65,90.59,50.79,54.81,50.85,101.09,
502.15,55.58,90.25,50.62,54.76,50.90,100.76,
502.57,55.34,90.09,50.44,54.55,50.70,100.59,
502.99,55.03,90.21,50.37,54.37,50.64,100.23,
503.41,54.88,90.07,50.41,54.30,50.65,100.03,
503.83,54.97,90.00,50.49,54.29,50.54,99.90,
504.25,55.03,89.97,50.55,54.34,50.53,99.93,
504.67,54.74,89.92,50.60,54.46,50.48,100.15,
505.08,54.76,90.09,50.64,54.66,50.52,100.31,
505.50,54.71,90.28,50.53,54.67,50.53,100.19,
505.92,54.38,90.43,50.48,54.60,50.60,99.97,
506.34,54.57,90.65,50.73,54.89,50.78,100.34,
506.76,54.78,90.96,51.00,55.05,50.85,100.68,
507.18,54.62,91.19,51.01,55.11,50.91,100.67,
507.60,54.71,91.24,51.09,55.22,51.07,100.88,
508.02,54.69,91.31,51.20,55.30,51.04,101.14,
508.44,54.58,91.57,51.32,55.28,51.00,101.11,
508.86,54.49,91.64,51.39,55.23,51.02,100.99,
509.28,54.54,91.69,51.49,55.25,50.98,101.16,
509.70,54.63,91.82,51.61,55.31,51.10,101.27,
510.11,54.35,91.77,51.62,55.35,51.03,101.23,
510.53,54.19,91.85,51.60,55.46,50.99,101.32,
510.95,54.36,91.89,51.56,55.45,51.02,101.14,
511.37,53.97,91.92,51.40,55.31,50.93,100.85,
511.79,53.81,91.83,51.41,55.28,50.92,100.78,
512.21,53.90,91.91,51.53,55.30,50.87,100.91,
512.63,53.61,91.73,51.32,55.08,50.69,100.41,
513.05,53.21,91.11,51.04,54.91,50.50,99.96,
513.47,52.77,90.58,50.94,54.71,50.23,99.69,
513.88,52.31,90.06,50.58,54.31,49.88,98.88,
514.30,51.74,89.36,50.23,53.80,49.54,97.99,
514.72,51.33,88.91,49.96,53.43,49.19,97.39,
515.14,51.01,88.22,49.73,53.20,48.98,96.73,
515.56,50.63,87.66,49.46,52.97,48.66,96.17,
515.98,50.18,87.37,49.13,52.77,48.31,95.60,
516.40,50.21,86.95,48.89,52.60,48.19,95.17,
516.82,49.68,86.68,48.59,52.28,48.01,94.51,
517.23,49.46,86.59,48.40,52.17,47.90,94.17,
517.65,49.41,86.43,48.47,52.08,47.84,93.96,
518.07,49.39,86.31,48.47,51.99,47.88,93.70,
518.49,49.27,86.19,48.46,51.99,47.86,93.61,
518.91,49.12,86.28,48.61,52.07,47.89,94.07,
519.33,49.09,86.55,48.71,52.19,47.95,94.23,
519.75,49.16,86.84,48.72,52.19,48.02,94.13,
520.17,49.17,87.33,48.81,52.38,48.12,94.36,
520.58,49.50,87.78,49.10,52.75,48.40,94.81,
521.00,49.76,88.33,49.31,53.06,48.56,95.31,
521.42,49.81,88.99,49.46,53.29,48.75,95.68,
521.84,49.91,89.17,49.59,53.59,49.09,96.12,
522.26,49.83,89.36,49.63,53.69,49.17,96.50,
522.68,49.57,89.80,49.65,53.73,49.18,96.56,
523.09,49.57,89.66,49.78,53.66,49.22,96.51,
523.51,49.44,89.41,49.83,53.54,49.20,96.33,
523.93,49.38,89.30,49.78,53.46,49.16,96.36,
524.35,49.05,88.98,49.66,53.43,48.89,96.36,
524.77,48.89,88.75,49.52,53.37,48.73,96.15,
525.19,48.85,88.47,49.33,53.27,48.55,95.72,
525.60,48.61,88.42,49.13,53.08,48.49,95.32,
526.02,48.54,88.37,49.14,53.13,48.56,95.45,
526.44,48.68,88.37,49.30,53.25,48.64,95.60,
526.86,48.59,88.61,49.27,53.29,48.69,95.65,
527.28,48.57,88.17,49.17,53.26,48.81,95.62,
527.70,48.45,88.09,49.19,53.29,48.77,95.61,
528.11,48.23,88.26,49.14,53.13,48.69,95.26,
528.53,48.14,88.09,49.12,53.00,48.66,95.03,
528.95,48.27,87.91,49.30,52.96,48.66,95.02,
529.37,48.44,88.02,49.37,53.08,48.70,95.43,
529.79,48.31,88.16,49.40,53.21,48.74,95.78,
530.21,48.26,88.37,49.53,53.36,48.70,95.83,
530.62,48.54,88.55,49.53,53.31,48.84,95.82,
531.04,48.25,88.76,49.52,53.22,48.91,95.68,
531.46,48.27,88.88,49.61,53.31,49.00,95.81,
531.88,48.37,88.99,49.73,53.40,48.94,96.05,
532.30,48.39,89.15,49.69,53.51,48.92,95.89,
532.71,48.26,88.99,49.62,53.48,48.95,95.82,
533.13,48.06,88.72,49.63,53.44,48.76,95.84,
533.55,47.86,88.96,49.64,53.39,48.70,95.73,
533.97,47.69,88.74,49.65,53.20,48.65,95.63,
534.39,47.58,88.63,49.66,53.08,48.56,95.52,
534.80,47.66,88.54,49.73,53.16,48.69,95.66,
535.22,47.45,88.52,49.58,53.22,48.58,95.60,
535.64,47.27,88.44,49.54,53.30,48.49,95.48,
536.06,47.38,88.32,49.46,53.25,48.46,95.28,
536.48,46.88,88.26,49.25,53.09,48.47,94.94,
536.89,46.60,88.35,49.21,53.17,48.40,94.88,
537.31,46.61,88.06,49.20,53.08,48.29,94.83,
537.73,46.44,87.92,49.07,52.85,48.25,94.44,
538.15,46.25,87.69,48.96,52.74,48.22,94.22,
538.56,45.89,87.26,48.91,52.47,47.97,94.08,
538.98,45.56,87.13,48.75,52.27,47.80,93.59,
539.40,45.35,86.96,48.54,52.02,47.74,93.09,
539.82,45.05,86.77,48.49,51.82,47.54,92.82,
540.24,45.09,86.64,48.41,51.85,47.56,92.70,
540.65,45.11,86.62,48.35,52.01,47.50,92.86,
541.07,44.93,86.72,48.28,52.06,47.41,92.67,
541.49,44.89,86.68,48.22,52.01,47.41,92.59,
541.91,44.70,86.78,48.12,51.85,47.35,92.26,
542.32,44.47,86.87,48.10,51.78,47.34,92.02,
542.74,44.56,86.75,48.12,51.71,47.27,91.89,
543.16,44.61,86.65,48.16,51.64,47.22,91.63,
543.58,44.71,86.69,48.23,51.78,47.35,91.80,
543.99,44.50,86.68,48.29,51.84,47.23,92.04,
544.41,44.30,86.65,48.32,51.79,47.11,91.77,
544.83,44.25,86.80,48.32,51.75,47.23,91.67,
545.25,44.28,86.92,48.36,51.77,47.30,91.72,
545.66,44.14,86.78,48.41,51.79,47.36,91.75,
546.08,44.15,86.83,48.44,51.94,47.25,91.99,
546.50,44.02,86.96,48.45,52.04,47.26,92.12,
546.92,43.86,86.71,48.42,51.99,47.32,91.92,
547.33,43.64,86.73,48.33,51.84,47.21,91.73,
547.75,43.38,86.84,48.37,51.75,47.24,91.69,
548.17,43.30,86.55,48.35,51.71,47.24,91.69,
548.59,43.31,86.41,48.35,51.62,47.17,91.34,
549.00,43.49,86.38,48.39,51.65,47.19,91.67,
549.42,43.15,86.38,48.43,51.73,47.13,92.19,
549.84,43.03,86.43,48.37,51.67,46.99,91.86,
550.26,43.16,86.49,48.36,51.70,47.07,91.67,
550.67,42.84,86.61,48.33,51.72,47.18,91.72,
551.09,42.89,86.56,48.37,51.91,47.20,91.76,
551.51,42.90,86.52,48.38,51.92,47.06,91.86,
551.93,42.86,86.87,48.35,52.02,47.07,92.00,
552.34,42.84,86.61,48.25,52.04,47.16,91.88,
552.76,42.76,86.29,48.17,51.83,46.91,91.42,
553.18,42.66,86.44,48.09,51.73,46.80,91.20,
553.59,42.51,85.87,48.04,51.56,46.69,91.02,
554.01,42.43,85.38,47.97,51.40,46.47,90.61,
554.43,42.45,85.20,47.91,51.27,46.32,90.45,
554.85,42.05,85.01,47.81,51.30,46.21,90.83,
555.26,41.81,84.88,47.67,51.25,46.00,90.41,
555.68,41.86,84.54,47.48,51.01,45.90,89.90,
556.10,41.43,84.47,47.36,50.86,45.84,89.64,
556.51,41.24,84.12,47.19,50.72,45.69,89.39,
556.93,41.32,83.82,47.04,50.48,45.43,89.12,
557.35,41.20,83.67,46.82,50.24,45.25,88.76,
557.77,41.06,83.26,46.66,50.19,45.28,88.64,
558.18,40.91,82.70,46.53,49.85,44.91,88.08,
558.60,40.65,82.53,46.30,49.51,44.72,87.65,
559.02,40.39,82.28,46.16,49.32,44.71,87.45,
559.43,40.37,82.14,46.14,49.11,44.56,87.06,
559.85,40.37,82.01,46.03,49.00,44.53,86.94,
560.27,40.14,82.05,45.88,49.06,44.54,87.13,
560.68,39.98,82.08,45.82,49.19,44.47,86.95,
561.10,40.15,82.02,45.67,49.11,44.47,86.55,
561.52,39.78,81.87,45.44,48.84,44.42,86.27,
561.93,39.46,81.77,45.41,48.86,44.38,86.09,
562.35,39.53,81.60,45.26,48.73,44.30,85.92,
562.77,39.35,81.41,45.01,48.60,44.19,85.65,
563.19,39.12,81.02,44.96,48.59,44.20,85.50,
563.60,38.80,80.56,44.95,48.51,43.98,85.05,
564.02,38.62,80.33,44.77,48.20,43.69,84.51,
564.44,38.37,80.29,44.63,48.09,43.70,84.30,
564.85,38.21,80.20,44.64,47.98,43.60,84.04,
565.27,38.19,79.95,44.52,47.85,43.48,83.93,
565.69,37.99,79.65,44.34,47.83,43.18,83.96,
566.10,37.79,79.76,44.22,47.86,43.06,83.86,
566.52,37.84,79.56,44.11,47.71,43.06,83.39,
566.94,37.51,79.04,43.67,47.28,42.83,82.87,
567.35,37.14,78.94,43.54,46.99,42.63,82.60,
567.77,37.15,78.60,43.51,46.90,42.51,82.31,
568.19,37.08,78.19,43.29,46.61,42.33,81.81,
568.60,37.08,77.79,43.21,46.45,42.16,81.74,
569.02,36.87,77.57,43.30,46.35,41.99,81.67,
569.44,36.70,77.42,43.10,46.10,41.76,81.25,
569.85,36.60,77.40,42.89,45.87,41.66,81.10,
570.27,36.10,77.30,42.87,45.73,41.60,80.97,
570.69,36.08,76.99,42.84,45.65,41.54,80.80,
571.10,35.91,76.70,42.70,45.56,41.35,80.79,
571.52,35.74,76.75,42.59,45.64,41.31,80.75,
571.93,35.60,76.66,42.46,45.55,41.46,80.49,
572.35,35.40,76.41,42.23,45.24,41.20,79.97,
572.77,34.94,76.29,42.10,45.05,40.98,79.75,
573.18,34.93,76.25,42.28,45.10,41.04,79.77,
573.60,34.98,75.93,42.27,45.04,40.88,79.27,
574.02,35.01,75.63,42.24,44.98,40.81,79.35,
574.43,34.75,75.45,42.31,45.14,40.77,79.70,
574.85,34.65,75.52,42.31,45.20,40.72,79.31,
575.27,34.85,75.50,42.14,45.06,40.65,78.92,
575.68,34.35,75.51,42.06,44.99,40.68,79.08,
576.10,34.38,75.44,42.16,45.11,40.77,79.12,
576.52,34.60,75.49,42.14,45.26,40.75,79.36,
576.93,34.48,75.85,41.98,45.40,40.72,79.48,
577.35,34.58,75.72,42.03,45.50,40.88,79.51,
577.76,34.65,75.79,42.12,45.45,40.82,79.43,
578.18,34.62,75.83,42.27,45.51,40.85,79.68,
578.60,34.73,75.96,42.51,45.69,41.09,80.00,
579.01,34.93,76.37,42.82,45.78,41.23,79.94,
579.43,35.17,76.58,42.95,45.93,41.36,80.30,
579.85,35.17,76.87,43.15,46.30,41.53,81.13,
580.26,35.25,77.62,43.42,46.62,41.72,81.21,
580.68,35.59,78.13,43.56,46.69,41.93,81.19,
581.09,35.29,78.45,43.55,46.81,42.16,81.51,
581.51,35.20,78.82,43.74,47.00,42.38,81.84,
581.93,35.77,79.33,44.00,47.27,42.44,82.25,
582.34,35.98,79.65,44.09,47.41,42.53,82.43,
582.76,36.09,79.61,44.15,47.57,42.69,82.54,
583.17,36.23,79.70,44.43,47.54,42.67,82.40,
583.59,36.13,80.01,44.42,47.43,42.60,82.37,
584.01,35.85,79.69,44.33,47.28,42.59,82.24,
584.42,35.87,79.79,44.24,47.17,42.60,81.90,
584.84,35.77,79.50,44.20,47.06,42.46,81.67,
585.25,35.58,79.04,43.95,46.95,42.18,81.79,
585.67,35.18,79.03,43.68,46.83,41.93,81.25,
586.09,35.14,78.63,43.34,46.42,41.76,80.55,
586.50,34.57,78.08,42.77,45.93,41.34,80.20,
586.92,34.10,77.49,42.43,45.64,40.97,79.77,
587.33,34.03,77.10,42.26,45.20,40.65,79.48,
587.75,33.99,76.53,42.08,44.99,40.32,79.06,
588.17,33.73,75.79,41.76,44.71,40.12,78.61,
588.58,33.40,75.44,41.64,44.40,39.88,78.17,
589.00,33.13,75.31,41.48,43.99,39.62,77.70,
589.41,33.11,74.93,41.12,43.73,39.53,77.56,
589.83,32.65,74.81,41.02,43.55,39.45,77.15,
590.25,32.81,74.69,41.03,43.63,39.41,77.08,
590.66,32.71,74.44,41.03,43.60,39.14,77.28,
591.08,32.72,74.82,40.92,43.69,39.10,77.31,
591.49,32.81,75.05,40.85,43.64,39.32,77.00,
591.91,32.77,74.87,40.81,43.48,39.18,76.97,
592.32,32.42,74.87,40.78,43.50,39.26,77.07,
592.74,32.63,75.01,41.03,43.63,39.40,77.21,
593.16,32.73,75.19,41.17,43.74,39.45,77.29,
593.57,32.96,75.02,41.28,43.96,39.53,77.57,
593.99,32.74,75.23,41.40,43.97,39.62,77.74,
594.40,32.86,75.50,41.48,44.14,39.63,77.60,
594.82,33.03,75.49,41.33,44.04,39.73,77.75,
595.23,32.65,75.39,41.21,44.07,39.78,77.65,
595.65,32.60,75.39,41.35,44.19,39.88,77.59,
596.07,32.89,75.41,41.44,44.40,39.81,78.07,
596.48,32.72,75.62,41.29,44.45,39.92,78.03,
596.90,32.69,75.71,41.19,44.53,40.14,77.87,
597.31,32.47,75.62,41.25,44.43,40.09,77.68,
597.73,32.38,75.50,41.29,44.45,40.01,78.01,
598.14,32.27,75.49,41.41,44.44,40.18,78.04,
598.56,32.45,75.60,41.59,44.48,40.19,77.96,
598.97,32.51,75.41,41.67,44.51,40.17,78.02,
599.39,32.31,75.33,41.71,44.60,40.10,77.90,
599.81,32.32,75.89,41.79,44.68,40.08,77.60,
600.22,32.52,75.79,41.74,44.68,40.16,77.50,
600.64,32.09,75.78,41.55,44.57,40.20,77.53,
601.05,31.83,76.01,41.72,44.84,40.29,77.72,
601.47,32.07,76.28,41.95,45.07,40.37,78.19,
601.88,32.00,76.50,41.96,45.27,40.40,78.35,
602.30,31.95,76.49,41.96,45.32,40.63,78.30,
602.71,31.96,76.57,42.20,45.26,40.49,78.28,
603.13,31.81,76.52,42.18,45.29,40.44,78.43,
603.54,31.95,76.43,42.28,45.31,40.55,78.59,
603.96,31.94,76.48,42.40,45.28,40.52,78.18,
604.37,32.12,76.58,42.53,45.39,40.65,78.48,
604.79,32.13,76.70,42.54,45.54,40.63,78.70,
605.21,32.18,77.30,42.63,45.67,40.70,78.45,
605.62,32.30,77.54,42.56,45.62,40.93,78.55,
606.04,31.98,77.34,42.35,45.51,41.00,78.49,
606.45,31.77,77.37,42.32,45.47,41.01,78.47,
606.87,31.97,77.53,42.50,45.58,40.99,78.53,
607.28,31.95,77.47,42.49,45.47,40.99,78.47,
607.70,32.08,77.08,42.34,45.42,40.92,78.23,
608.11,31.90,77.07,42.44,45.27,40.84,77.92,
608.53,31.82,77.11,42.39,45.14,40.64,77.76,
608.94,31.98,76.93,42.25,45.13,40.70,77.73,
609.36,31.97,76.91,42.36,44.99,40.66,77.41,
609.77,32.07,76.93,42.40,45.03,40.67,77.38,
610.19,32.00,76.91,42.34,45.12,40.59,77.87,
610.60,31.92,77.09,42.20,45.25,40.42,77.69,
611.02,31.88,77.08,42.15,45.20,40.57,77.58,
611.43,31.64,76.89,41.92,45.08,40.57,77.49,
611.85,31.52,76.84,41.95,45.07,40.47,77.64,
612.26,31.66,76.77,41.99,45.06,40.46,77.77,
612.68,31.66,76.71,42.08,45.18,40.43,77.76,
613.09,31.80,76.35,42.05,45.20,40.40,77.65,
613.51,31.49,76.18,42.09,45.14,40.22,77.48,
613.92,31.56,76.37,42.14,45.06,40.14,77.37,
614.34,31.75,76.35,42.10,45.00,40.23,77.30,
614.75,31.73,76.30,42.12,44.97,40.25,77.25,
615.17,31.61,76.46,42.25,45.02,40.25,77.41,
615.58,31.85,76.63,42.36,45.25,40.21,77.83,
616.00,31.77,76.86,42.24,45.44,40.27,77.90,
616.41,31.88,76.98,42.16,45.50,40.51,77.68,
616.83,31.79,77.16,42.15,45.44,40.52,77.56,
617.24,31.78,77.13,42.08,45.43,40.46,77.63,
617.66,31.87,77.12,42.27,45.47,40.50,78.06,
618.07,31.89,77.26,42.45,45.44,40.52,78.00,
618.49,32.01,77.14,42.57,45.51,40.52,78.19,
618.90,31.75,77.32,42.58,45.50,40.41,78.37,
619.32,31.71,77.71,42.67,45.57,40.40,78.16,
619.73,32.03,77.91,42.60,45.53,40.48,78.06,
620.15,31.62,77.88,42.41,45.48,40.44,78.13,
620.56,31.47,77.83,42.46,45.53,40.31,78.08,
620.98,31.38,77.95,42.48,45.60,40.20,78.20,
621.39,31.16,78.00,42.27,45.57,40.25,78.15,
621.80,30.86,77.76,42.12,45.40,40.20,77.66,
622.22,30.69,77.57,42.01,45.13,39.98,77.22,
622.63,30.35,77.30,41.85,45.00,39.80,77.15,
623.05,30.31,76.98,41.87,44.77,39.72,77.03,
623.46,30.22,76.74,41.92,44.52,39.52,76.44,
623.88,30.13,76.27,41.81,44.49,39.31,76.07,
624.29,29.81,75.99,41.57,44.42,39.04,75.89,
624.71,29.81,76.12,41.44,44.34,38.84,75.17,
625.12,29.98,75.63,41.17,44.04,38.84,74.57,
625.54,29.69,75.14,40.75,43.78,38.65,74.34,
625.95,29.40,74.82,40.62,43.57,38.49,74.12,
626.37,29.56,74.59,40.68,43.46,38.42,74.04,
626.78,29.33,74.35,40.48,43.39,38.38,74.00,
627.19,29.23,73.70,40.31,43.27,38.38,73.55,
627.61,29.05,73.49,40.33,43.04,38.08,73.09,
628.02,29.00,73.37,40.20,43.02,38.02,73.22,
628.44,29.11,73.24,40.29,42.90,37.98,73.19,
628.85,29.11,73.21,40.43,42.71,37.91,72.76,
629.27,29.14,73.13,40.52,42.81,37.90,72.83,
629.68,29.15,73.35,40.48,42.94,37.93,73.35,
630.10,29.37,74.00,40.52,43.14,38.06,73.34,
630.51,29.66,74.31,40.56,43.28,38.42,73.25,
630.92,29.44,74.44,40.43,43.33,38.56,73.58,
631.34,29.42,74.76,40.64,43.52,38.72,74.11,
631.75,29.59,75.25,41.07,43.80,38.92,74.54,
632.17,29.61,75.76,41.27,44.08,39.14,74.85,
632.58,29.77,75.83,41.43,44.32,39.28,75.07,
633.00,29.76,76.31,41.78,44.43,39.35,75.20,
633.41,30.02,77.04,41.96,44.62,39.46,75.47,
633.82,30.58,77.30,42.12,44.78,39.79,75.98,
634.24,30.77,77.60,42.41,44.81,39.96,75.98,
634.65,30.93,77.85,42.69,45.13,40.16,76.44,
635.07,31.22,78.50,42.87,45.52,40.28,77.14,
635.48,31.27,79.00,43.01,45.72,40.50,77.29,
635.90,31.34,79.40,43.05,45.93,40.75,77.35,
636.31,31.19,79.49,43.09,45.83,40.82,77.54,
636.72,31.05,79.60,43.23,45.86,40.87,77.91,
637.14,31.20,79.76,43.56,45.91,40.92,78.07,
637.55,31.27,80.03,43.65,45.99,40.90,78.26,
637.97,31.31,79.95,43.74,46.03,40.88,78.39,
638.38,31.36,80.01,43.84,46.11,40.78,78.32,
638.80,31.50,80.57,43.91,46.22,40.84,78.06,
639.21,31.93,80.70,43.86,46.22,40.99,78.17,
639.62,31.78,80.72,43.84,46.20,41.05,78.08,
640.04,31.61,80.98,43.91,46.30,40.98,77.98,
640.45,31.61,81.12,43.90,46.47,40.98,78.38,
640.87,31.46,81.31,43.78,46.53,41.00,78.29,
641.28,31.33,81.12,43.64,46.41,41.04,78.04,
641.69,31.17,81.03,43.54,46.26,40.92,77.89,
642.11,31.02,80.77,43.49,46.17,40.76,77.89,
642.52,31.21,80.53,43.50,46.17,40.68,77.91,
642.94,31.24,80.37,43.49,46.08,40.60,77.61,
643.35,31.18,80.11,43.38,46.07,40.48,77.55,
643.76,31.02,79.84,43.31,45.94,40.30,77.15,
644.18,31.00,80.03,43.24,45.90,40.25,76.83,
644.59,30.95,79.83,43.00,45.72,40.22,76.55,
645.01,30.74,79.44,42.72,45.46,40.10,76.44,
645.42,30.49,79.18,42.63,45.34,39.99,76.21,
645.83,30.34,79.07,42.61,45.26,39.85,76.30,
646.25,30.10,78.89,42.40,45.17,39.76,76.18,
646.66,30.01,78.61,42.29,45.01,39.73,75.89,
647.07,29.69,78.50,42.19,44.75,39.58,75.62,
647.49,29.65,78.46,42.09,44.65,39.52,75.52,
647.90,29.93,78.08,42.13,44.65,39.51,75.58,
648.32,29.92,78.06,42.23,44.49,39.54,75.20,
648.73,29.77,78.16,42.30,44.49,39.55,75.16,
649.14,29.73,78.27,42.35,44.58,39.53,75.25,
649.56,29.87,78.68,42.35,44.62,39.60,75.04,
649.97,29.96,78.92,42.36,44.67,39.78,75.10,
650.38,29.93,78.86,42.26,44.60,39.84,75.18,
650.80,29.97,78.96,42.31,44.62,39.83,75.43,
651.21,29.96,79.13,42.48,44.64,39.83,75.62,
651.63,29.76,79.09,42.41,44.69,39.75,75.72,
652.04,29.73,78.78,42.32,44.65,39.69,75.40,
652.45,29.70,78.58,42.28,44.54,39.52,74.92,
652.87,29.60,78.36,42.07,44.37,39.35,74.63,
653.28,29.85,77.88,41.97,44.28,39.25,74.48,
653.69,29.73,77.70,41.94,44.11,39.08,73.96,
654.11,29.41,77.65,41.86,44.02,38.94,73.76,
654.52,29.17,77.53,41.77,44.04,38.78,74.00,
654.93,29.21,77.72,41.67,44.13,38.78,73.83,
655.35,29.23,77.64,41.61,44.09,38.88,73.80,
655.76,28.96,77.60,41.55,44.04,38.88,73.91,
656.17,29.00,77.66,41.63,44.09,38.93,74.18,
656.59,29.01,77.82,41.91,44.26,38.95,74.42,
657.00,28.82,78.15,42.11,44.42,39.01,74.62,
657.42,28.94,78.23,42.26,44.64,39.20,74.83,
657.83,29.10,78.61,42.55,44.81,39.35,74.90,
658.24,29.33,79.25,42.77,44.95,39.54,75.37,
658.66,29.77,79.71,43.06,45.19,39.92,76.17,
659.07,29.97,80.33,43.46,45.45,40.30,76.53,
659.48,30.03,81.11,43.91,45.82,40.65,76.98,
659.90,30.18,81.65,44.24,46.31,40.96,77.98,
660.31,30.48,82.46,44.45,46.75,41.28,78.34,
660.72,30.81,82.83,44.62,46.96,41.63,78.53,
661.14,30.57,83.05,44.73,46.94,41.69,78.76,
661.55,30.66,83.36,44.79,47.08,41.73,78.91,
661.96,30.97,83.49,45.03,47.19,41.77,79.30,
662.38,30.98,83.68,45.11,47.27,41.70,79.35,
662.79,30.98,83.55,45.11,47.37,41.77,79.45,
663.20,31.16,83.47,45.18,47.46,41.76,79.33,
663.62,31.16,83.65,45.18,47.49,41.71,79.21,
664.03,31.51,83.61,45.17,47.45,41.90,79.21,
664.44,31.48,83.71,45.10,47.48,41.97,79.03,
664.85,31.39,83.89,45.21,47.56,41.92,79.04,
665.27,31.31,84.09,45.31,47.80,41.91,79.41,
665.68,31.29,84.29,45.28,47.93,41.92,79.51,
666.09,31.30,84.35,45.25,47.90,41.89,79.32,
666.51,31.05,84.37,45.22,47.77,41.78,79.16,
666.92,31.05,84.20,45.23,47.76,41.73,79.27,
667.33,31.31,84.06,45.35,47.77,41.77,79.32,
667.75,31.22,84.08,45.41,47.73,41.70,79.27,
668.16,31.15,83.86,45.42,47.75,41.79,79.13,
668.57,31.24,83.89,45.44,47.80,41.78,79.06,
668.99,31.25,84.21,45.42,47.80,41.74,78.74,
669.40,31.32,84.29,45.36,47.76,41.90,78.75,
669.81,31.29,84.29,45.23,47.70,41.90,78.79,
670.23,31.15,84.39,45.22,47.84,41.88,78.85,
670.64,31.03,84.53,45.34,47.88,41.89,79.18,
671.05,30.91,84.64,45.29,47.96,41.93,79.18,
671.46,30.94,84.39,45.27,47.87,41.91,79.06,
671.88,30.81,84.43,45.23,47.76,41.83,78.85,
672.29,30.78,84.38,45.24,47.76,41.82,78.89,
672.70,31.03,84.31,45.32,47.74,41.82,78.93,
673.12,31.01,84.45,45.39,47.68,41.88,78.65,
673.53,30.96,84.57,45.44,47.77,41.95,78.66,
673.94,30.98,84.57,45.51,47.83,41.91,78.70,
674.35,31.06,84.98,45.52,47.83,41.87,78.53,
